HHID;HV201;HV202;HV201A;HV201B;HV204;HV205;HV206;HV207;HV208;HV209;HV210;HV211;HV212;HV213;HV214;HV215;HV216;HV217;HV218;HV219;HV220;HV221;HV222;HV223;HV225;HV226;HV227;HV228;HV230A;HV230B;HV232;HV232B;HV232C;HV232D;HV232E;HV232Y;HV234;HV234A;HV235;HV236A;HV237;HV237A;HV237B;HV237C;HV237D;HV237E;HV237F;HV237G;HV237H;HV237I;HV237J;HV237K;HV237X;HV237Z;HV238;HV238A;HV239;HV240;HV241;HV242;HV243A;HV243B;HV243C;HV243D;HV243E;HV244;HV245;HV246;HV246A;HV246B;HV246C;HV246D;HV246E;HV246F;HV246G;HV246H;HV246I;HV246J;HV246K;HV247;HV252;HV253;HV253A;HV253B;HV253C;HV253D;HV253E;HV253F;HV253G;HV253H;HV253X;HV253Z;HV255;HV256;HV257;HV259;HV260;HV261;HV262;HV263;HV270;HV271;HV270A;HV271A;HML1;HML1A;HML2
     450  38;51;  ; ;0;996;21;0;1;1;1;1;0;1;33;31;31; 3;2; 1;1;64;0; 9; 6;0;11;1;0;5; ; ; ; ; ; ; ;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;1;0;0;0;1; 20;1; 1; 6; 0; 8; 0;50; 5;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;5;   92910;5;  226724; 3;3; 0
     450  43;51;  ; ;0;996;31;0;0;0;0;1;0;0;11;12;31; 1;3; 1;1;70;0; 9; 6; ;11;1; ;5; ; ; ; ; ; ; ;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;95;0;3;  -71932;4;  -28782; 2;2; 0
     450  47;51;  ; ;0;996;23;0;0;0;0;1;1;0;33;24;31; 1;2; 1;1;68;0; 9; 6;0;11;1; ;5; ; ; ; ; ; ; ;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 5; 0; 0; 0;30; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;3;  -30418;5;   35565; 1;1; 0
     450  51;51;  ; ;0;996;23;0;0;0;0;0;0;0;11;21;31; 1;1; 1;2;67;0; 9; 6;0;11;1; ;5; ; ; ; ; ; ; ;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1;  7;1; 0; 0; 0; 0; 0;20; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;3;  -60796;4;  -11521; 1;1; 0
     450  55;51;  ; ;0;996;21;0;1;0;0;1;0;1;33;31;31; 2;1; 1;2;34;0; 9; 6;0;11;1;0;1;1;1;0; ; ; ;0;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1;  5;1; 0;12; 0; 5; 0;10; 2;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;4;   28159;5;  126361; 2;2; 0
     450  59;51;  ; ;0;996;23;0;1;0;0;1;0;0;11;21;22; 2;4; 1;1;72;0; 9; 6;0;11;1; ;5; ; ; ; ; ; ; ;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 3; 0; 2; 0;15; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;3;  -66535;4;  -20416; 2;2; 0
     450  63;51;  ; ;1;996;23;1;1;0;0;1;0;0;33;31;31; 2;2; 1;1;43;0; 9; 6;0;11;1;0;2;1;1;1; ; ; ;0;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 30;1; 0; 6; 0; 2; 0;20; 3;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 2;1;4;   26176;5;  123286; 2;2; 0
     450  67;51;  ; ;0;996;31;0;0;0;0;1;0;0;11;21;22; 1;1; 1;1;79;0; 9; 6; ;11;1; ;2;1;1;0; ; ; ;0;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;0;0;0;0;0;1; 30;1; 0; 0; 0; 6; 0; 6; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 7;0;2;  -87678;3;  -53188; 1;1; 0
     450  71;21;  ; ;0; 60;31;0;0;0;0;0;0;0;11;21;22; 1;1; 1;2;70;0; 9; 6; ;11;0; ;2;1;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 3; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11;95;0;1;  -99335;1;  -71257; 0;0; 0
     450  75;21;  ; ;1; 40;23;0;0;0;0;1;0;0;12;21;12; 1;4; 1;1;45;0; 9; 6;0;11;0; ;3; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;0;0;0;0;0;1; 20;1; 0; 4; 0; 4; 0; 5; 2;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;2;  -85671;3;  -50077; 0;0; 0
     450  80;51;  ; ;0;996;31;0;0;0;0;1;0;0;33;31;31; 1;2; 1;1;65;0; 9; 6; ;11;0; ;2;1;1;0; ; ; ;0;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;0;0;0;0;0;1; 35;1; 0; 0; 0; 7; 0; 5; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 7;0;3;  -42178;4;   17337; 0;0; 0
     450  84;51;  ; ;1; 10;23;0;0;0;0;0;0;0;11;12;12; 2;3; 1;2;50;0; 9; 6;0;11;0; ;3; ; ; ; ; ; ; ;   ;1;3; 2;1;1;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 5; 0;10; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;3;  -78781;3;  -39398; 0;0; 0
     450  88;51;  ; ;0;996;23;0;0;0;0;1;0;0;33;31;31; 4;4; 1;1;53;0; 9; 6;0;11;1; ;2;1;1;0; ; ; ;0;   ;1;2;  ;1;0;0;0;0;0;1;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 30;1; 0; 2; 9; 5; 0;11; 3;  ;  ;  ;  ;0;2; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;4;  -19365;5;   52698; 3;3; 0
     450  92;21;  ; ;1;900;23;0;0;0;0;0;0;0;33;24;31; 2;2; 1;2;90;0; 9; 6;0;11;1; ;3; ; ; ; ; ; ; ;   ;1;3; 0;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;3; ;0;0;0;0;0;1;  5;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;3;  -56491;4;   -4848; 2;2; 0
     450  96;21;  ; ;1;900;23;0;0;0;0;1;0;0;33;24;12; 2;1; 1;2;40;0; 9; 6;0;11;1; ;3; ; ; ; ; ; ; ;   ;3;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 6; 0;10; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;3;  -63231;4;  -15295; 2;2; 0
     450 100;21;  ; ;1;200;31;0;0;0;0;0;0;0;12;12;12; 3;4; 1;2;74;0; 9; 6; ;11;0; ;2;0;0;0; ; ; ;1;   ;3;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;998;1; 0; 0; 0; 5; 0; 3; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 9;0;3;  -66617;4;  -20544; 0;0; 0
     450 104;21;  ; ;1;900;23;0;0;0;0;1;0;0;33;24;31; 2;4; 1;1;58;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 6;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 20;1; 6; 5; 0; 9; 0;20; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;3;  -44822;4;   13239; 0;0; 0
     451   3;14;  ; ;0; 30;31;0;1;1;0;0;0;0;33;12;31; 2;1; 1;2;27;0; 9; 6; ;11;0;3;5; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;1;0;0;0;1; 10;1; 0; 0; 0; 0; 0;15; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;1;4;   -9240;5;   68392; 0;0; 0
     451   7;31;  ; ;0; 30;23;0;1;1;1;1;0;0;33;24;31; 2;3; 1;2;39;0; 9; 6;0;11;1;0;5; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;1;0;0;0;1; 20;1; 0; 0; 0; 0; 0;30; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;4;   28259;5;  126516; 5;5; 0
     451  11;31;  ; ;0; 40;21;0;1;0;0;1;0;0;33;12;31; 1;1; 1;2;35;0; 9; 6;0;11;1;0;5; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 15;1; 0; 1; 0; 0; 0;13; 3;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;   10187;5;   98503; 2;2; 0
     451  15;32;  ; ;1; 60;23;0;0;0;0;0;0;0;33;24;31; 7;4; 1;1;48;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;1;1;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 35;1; 8; 0; 0;10; 0;25; 5;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;  -15648;5;   58459; 0;0; 0
     451  19;32;  ; ;1; 60;23;0;0;0;0;0;0;0;33;12;31; 1;1; 1;1;53;0; 9; 6;0;11;0; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;3;  -33874;5;   30208; 0;0; 0
     451  22;32;  ; ;1; 40;23;0;0;0;0;0;0;0;33;12;31; 1;2; 1;1;47;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;2; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;3;  -40349;4;   20173; 0;0; 0
     451  26;14;  ; ;0; 20;23;0;0;0;0;0;0;1;33;24;31; 3;5; 1;2;36;0; 9; 6;0;11;1;1;5; ; ; ; ; ; ; ;   ;1;3; 5;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 4; 0; 0; 0;18; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;4;    2219;5;   86153; 3;3; 1
     451  30;14;  ; ;0; 20;23;0;0;0;0;0;0;0;11;12;31; 3;4; 1;2;72;0; 9; 6;0;11;1;0;5; ; ; ; ; ; ; ;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 2; 0; 0; 0;30; 3;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;1;3;  -47938;4;    8409; 2;2; 0
     451  34;14;  ; ;0; 30;23;0;0;0;0;0;0;0;33;24;31; 2;3; 1;2;51;0; 9; 6;0;11;1; ;5; ; ; ; ; ; ; ;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 15;1; 0; 2; 0; 4; 0;20; 3;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;  -12733;5;   62978; 3;3; 0
     451  38;21;  ; ;1; 60;31;0;0;0;0;0;0;0;11;12;31; 1;1; 1;1;23;0; 9; 6; ;11;0; ;2;1;1;0; ; ; ;0;   ;6;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 4;0;3;  -57485;4;   -6389; 0;0; 0
     451  41;14;  ; ;0; 30;23;0;0;0;0;0;0;0;33;24;31; 2;2; 1;1;30;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 3; 2;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;3;  -50198;4;    4906; 0;0; 0
     451  45;21;  ; ;0; 30;31;0;0;0;0;0;0;0;11;21;22; 1;1; 1;1;89;0;95;  ; ;95;1; ;2;1;1;0; ; ; ;0;   ;4;3; 0;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ; ; ;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;95;0;3;  -58400;4;   -7807; 1;1; 0
     451  49;14;  ; ;0; 60;23;0;0;0;0;0;0;0;33;24;31; 3;4; 1;1;59;0; 9; 6;0;11;0; ;5; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 1; 0;20; 1;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;4;  -25251;5;   43575; 0;0; 0
     451  53;21;  ; ;0; 30;31;0;0;0;0;0;0;0;11;12;31; 2;2; 1;2;38;0; 9; 6; ;11;1; ;2;1;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1;  5;1; 0; 0; 0; 0; 0; 1; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;95;1;3;  -65500;4;  -18812; 2;2; 0
     451  57;14;  ; ;1; 60;23;0;1;1;0;1;1;0;33;24;31; 2;4; 1;1;37;0; 9; 6;0;11;0; ;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;1;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;4;   -6071;5;   73304; 0;0; 0
     451  61;14;  ; ;0; 20;21;0;1;0;0;0;0;0;33;24;31; 3;2; 1;1;51;0; 9; 6;0;11;0;3;2;1;1;0; ; ; ;0;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 9; 0; 0; 0; 7; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;     484;5;   83464; 0;0; 0
     451  64;21;  ; ;0; 60;23;0;0;0;0;0;0;0;33;24;31; 1;1; 1;2;58;0; 9; 6;0;11;1; ;3; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 0; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;3;  -46895;4;   10026; 1;1; 0
     451  68;21;  ; ;0; 60;31;0;0;0;0;0;0;0;11;12;22; 1;1; 1;2;47;0; 9; 6; ;11;1; ;2;1;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 1; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 9;0;2;  -86577;3;  -51482; 1;1; 0
     451  72;14;  ; ;0;130;23;0;1;0;0;0;0;0;33;24;31; 1;3; 1;2;47;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 0; 0; 0; 0; 9; 4;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;3;  -34343;5;   29482; 0;0; 0
     451  76;14;  ; ;0; 10;23;0;0;0;0;0;0;0;12;12;31; 1;3; 1;2;63;0; 9; 6;0;11;1;0;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 2; 8;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;3;  -71685;4;  -28399; 1;1; 0
     451  80;21;  ; ;1; 60;23;0;0;0;0;0;0;0;12;24;31; 1;2; 1;1;49;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;3; ;0;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 2; 1;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;3;  -66591;4;  -20504; 0;0; 0
     451  83;14;  ; ;0; 10;21;0;1;0;0;1;0;1;33;31;31; 4;4; 1;1;47;0; 9; 6;0;11;1;0;2;1;1;0; ; ; ;0;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 50;1; 0; 1; 0; 1; 0;60; 2;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;1;4;   25084;5;  121594; 4;4; 0
     451  87;21;  ; ;1; 40;23;0;0;0;0;0;0;0;11;12;31; 3;4; 1;2;77;0; 9; 6;0;11;1;1;3; ; ; ; ; ; ; ;   ;1;3; 4;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 0; 0; 0; 0; 5; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;1;3;  -70957;4;  -27270; 3;3; 1
     451  91;21;  ; ;1; 60;31;0;0;0;0;0;0;0;11;12;31; 1;1; 1;2;74;0; 9; 6; ;11;0; ;3; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 3; 0; 0; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;14;0;3;  -67203;4;  -21452; 0;0; 0
     451  95;21;  ; ;1; 60;23;0;0;0;0;0;0;0;11;12;12; 1;1; 1;2;66;0; 9; 6;0;11;1; ;3; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;3; ;0;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 0; 1;  ;  ;  ;  ;0;2; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;2;  -89755;3;  -56407; 1;1; 0
     451  99;21;  ; ;0; 20;23;0;0;0;0;0;0;0;33;24;31; 1;1; 1;2;63;0; 9; 6;0;11;1; ;2;1;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0;10; 2;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;3;  -39936;4;   20813; 1;1; 0
     452   2;14;  ; ;0; 30;31;0;0;0;0;0;0;0;11;21;12; 1;1; 1;2;68;0; 9; 6; ;11;1; ;5; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 3; 0;15; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;95;0;2;  -90195;3;  -57089; 1;1; 0
     452   5;21;  ; ;0; 10;31;0;0;0;0;0;0;0;11;12;12; 1;1; 1;2;73;0; 9; 6; ;11;0; ;5; ; ; ; ; ; ; ;   ;1;3; 0;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 6; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;95;0;1;  -96537;2;  -66920; 0;0; 0
     452   8;14;  ; ;0; 30;21;0;0;0;0;1;0;0;11;12;31; 5;4; 1;1;55;0; 9; 6;0;11;0;3;5; ; ; ; ; ; ; ;   ;1;3; 8;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;1;0;0;0;1; 20;1; 0; 5; 0; 4; 0;70; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;  -12615;5;   63160; 0;0; 0
     452  11;21;  ; ;1;120;23;0;1;0;0;0;0;0;33;12;31; 3;4; 1;2;28;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 4;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;1;0;0;0;1; 20;1; 0; 0; 0; 0; 0;10; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;3;  -26521;5;   41606; 0;0; 0
     452  14;21;  ; ;1;120;23;0;1;1;0;0;0;0;33;24;31; 4;4; 1;2;55;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 40;1; 1; 2; 0; 0; 0;10; 4;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;1;4;    3519;5;   88168; 0;0; 0
     452  17;13;  ; ;1;996;23;0;1;0;1;0;1;1;33;31;31; 2;3; 1;2;38;0; 9; 6;0;11;1;1;3; ; ; ; ; ; ; ;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 20;1; 2; 1; 0; 4; 0; 5; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;4;   42240;5;  148185; 1;1; 1
     452  19;21;  ; ;1;120;23;0;1;1;0;0;0;0;33;24;31; 2;2; 1;2;40;0; 9; 6;0;11;0; ;3; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 0; 0; 1; 0; 7; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;4;   -2449;5;   78918; 0;0; 0
     452  22;21;  ; ;1; 90;23;0;0;0;0;0;0;0;33;12;31; 2;2; 1;1;40;0; 9; 6;0;11;0; ;3; ; ; ; ; ; ; ;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;1;0;0;0;0;   ;1; 0; 0; 0; 0; 0; 2; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;1;3;  -33244;5;   31185; 0;0; 0
     452  25;21;  ; ;1;120;23;0;0;0;0;0;0;0;11;12;12; 1;1; 1;1;65;0; 9; 6;0;11;0; ;3; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;0;0;0;0;0;1; 10;1; 0; 1; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;2;  -89609;3;  -56181; 0;0; 0
     452  28;32;  ; ;1; 60;23;0;1;0;0;1;0;0;33;24;31; 4;4; 1;1;44;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 5;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;2; ;1;1;0;0;0;1; 20;1; 0; 0; 0; 0; 0;10; 1;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;1;3;  -27583;5;   39959; 0;0; 0
     452  31;32;  ; ;1; 40;22;0;0;0;0;1;0;0;33;24;31; 1;1; 1;2;42;0; 9; 6;0;11;0; ;1;1;1;0; ; ; ;0;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;1;0;0;0;1;  9;1; 0; 0; 0; 9; 0;20; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;  -11734;5;   64525; 0;0; 0
