HHID;HV000;HV001;HV002;HV003;HV004;HV005;HV006;HV007;HV008;HV008A;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV016;HV017;HV018;HV019;HV020;HV021;HV022;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV035;HV040;HV041;HV042;HV044;HV045A;HV045B;HV045C;HV046;HV047;HV048;HV801;HV802;HV803;HV804;HV807D;HV807M;HV807Y;HV807C;HV807A
     341  60;MZ8;   341;    60;  2; 341;  577837;11;2022;1475;44866; 5; 1; 0; 5; 5; 1;1; 1;1;  801;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;0;1;  2; 12; 12;0;    8;     ;1439;1502;23; ;  ;  ;    ;    ;     
     341  63;MZ8;   341;    63;  1; 341;  577837;11;2022;1475;44867; 1; 0; 1; 1; 1; 0;1; 2;1;  801;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;0;1;  2; 12; 12;0;    8;     ; 740; 759;19; ;  ;  ;    ;    ;     
     341  66;MZ8;   341;    66;  2; 341;  577837;11;2022;1475;44867; 7; 1; 0; 7; 7; 2;1; 2;1;  801;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 2; 793; 1;1;1;  2; 12; 12;0;    8;     ; 800; 832;32;1; 2;11;2022;1475;44867
     341  69;MZ8;   341;    69;  1; 341;  577837;11;2022;1475;44866; 8; 1; 2; 8; 8; 2;1; 1;1;  803;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;0;1;  2;  2;  2;0;    8;     ;1307;1337;30; ;  ;  ;    ;    ;     
     341  72;MZ8;   341;    72;  1; 341;  577837;11;2022;1475;44866; 4; 0; 0; 4; 1; 2;1; 1;1;  803;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 2; 793; 1;1;0;  2; 12; 12;0;    8;     ;1234;1300;26;1; 1;11;2022;1475;44866
     341  75;MZ8;   341;    75;  1; 341;  577837;11;2022;1475;44867; 4; 0; 0; 4; 4; 1;1; 2;1;  803;   ;0; 341;  12;  12; 6;2; ;1;  579588;  800;     ;   ; 0; 793; 0;0;0;  2; 12; 12;0;    8;     ;1025;1049;24; ;  ;  ;    ;    ;     
     341  78;MZ8;   341;    78;  1; 341;  577837;11;2022;1475;44867; 5; 1; 0; 5; 5; 3;1; 2;1;  801;   ;0; 341;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 793; 0;0;1;  2; 12; 12;0;    8;     ;1028;1049;21; ;  ;  ;    ;    ;     
     342   2;MZ8;   342;     2;  1; 342;  526604;11;2022;1475;44868; 5; 0; 0; 5; 2; 1;1; 3;1;  801;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 699; 1;1;0;  2;  2;  2;0;    8;     ;1313;1334;21;1; 4;11;2022;1475;44869
     342   5;MZ8;   342;     5;  1; 342;  526604;11;2022;1475;44868; 6; 2; 0; 6; 5; 3;1; 3;1;  801;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 0; 699; 0;0;0;  2; 12; 12;0;    8;     ;1432;1503;31; ;  ;  ;    ;    ;     
     342   7;MZ8;   342;     7;  2; 342;  526604;11;2022;1475;44868; 7; 1; 0; 7; 7; 2;1; 3;1;  801;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 699; 1;1;1;  2; 12; 12;0;    8;     ;1556;1627;31;1; 4;11;2022;1475;44869
     342  10;MZ8;   342;    10;  2; 342;  526604;11;2022;1475;44868;10; 2; 2; 9;10; 3;1; 3;1;  801;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 0; 699; 0;0;1;  2; 12; 12;0;    8;     ;1114;1145;31; ;  ;  ;    ;    ;     
     342  13;MZ8;   342;    13;  1; 342;  526604;11;2022;1475;44868; 2; 0; 0; 2; 2; 0;1; 3;1;  801;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;1;0;  2; 12; 12;0;    8;     ;1034;1059;25; ;  ;  ;    ;    ;     
     342  15;MZ8;   342;    15;  1; 342;  526604;11;2022;1475;44869; 3; 1; 1; 3; 3; 1;1; 4;1;  803;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 1; 699; 1;1;1;  2; 12; 12;0;    8;     ; 656; 717;21;1; 4;11;2022;1475;44869
     342  18;MZ8;   342;    18;  1; 342;  526604;11;2022;1475;44868; 1; 0; 0; 1; 1; 0;1; 3;1;  803;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;0;0;  2; 12; 12;0;    8;     ;1526;1540;14; ;  ;  ;    ;    ;     
     342  20;MZ8;   342;    20;  1; 342;  526604;11;2022;1475;44869; 1; 0; 1; 1; 1; 0;1; 4;1;  801;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 0; 699; 0;0;1;  2; 12; 12;0;    8;     ;1115;1137;22; ;  ;  ;    ;    ;     
     342  23;MZ8;   342;    23;  1; 342;  526604;11;2022;1475;44868; 3; 0; 0; 3; 3; 0;1; 3;1;  803;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;0;0;  2; 12; 12;0;    8;     ;1236;1307;31; ;  ;  ;    ;    ;     
     342  25;MZ8;   342;    25;  1; 342;  526604;11;2022;1475;44868; 6; 1; 1; 6; 6; 1;1; 3;2;  803;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 0; 699; 0;0;1;  2;  2;  2;0;    8;     ;1406;1418;96; ;  ;  ;    ;    ;     
     342  28;MZ8;   342;    28;  0; 342;       0;11;2022;1475;44868; 0; 0; 0; 0; 0; 0;6; 3;1;  803;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     342  30;MZ8;   342;    30;  1; 342;  526604;11;2022;1475;44868; 6; 1; 0; 6; 6; 3;1; 3;1;  802;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 0; 699; 0;0;0;  2; 12; 12;0;    8;     ;1429;1514;45; ;  ;  ;    ;    ;     
     342  33;MZ8;   342;    33;  4; 342;  526604;11;2022;1475;44868; 8; 1; 0; 8; 6; 2;1; 3;1;  802;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 2; 699; 2;1;0;  2; 12; 12;0;    8;     ;1701;1718;17;1; 3;11;2022;1475;44868
     342  35;MZ8;   342;    35;  5; 342;  526604;11;2022;1475;44868;12; 3; 2;11;11; 3;1; 3;1;  802;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 3; 699; 3;1;0;  2; 12; 12;0;    8;     ;1515;1543;28;1; 4;11;2022;1475;44869
     342  38;MZ8;   342;    38;  2; 342;  526604;11;2022;1475;44869; 3; 1; 0; 3; 3; 1;1; 4;1;  803;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;0;1;  2; 12; 12;0;    8;     ;1213;1233;20; ;  ;  ;    ;    ;     
     342  40;MZ8;   342;    40;  2; 342;  526604;11;2022;1475;44868; 9; 1; 2; 9; 9; 3;1; 3;1;  804;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 2; 699; 1;1;1;  2; 12; 12;0;    8;     ;1347;1417;30;1; 4;11;2022;1475;44869
     342  43;MZ8;   342;    43;  1; 342;  526604;11;2022;1475;44869;10; 2; 0;10;10; 1;1; 4;1;  802;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 699; 2;1;1;  2; 12; 12;0;    8;     ; 904; 945;41;1; 4;11;2022;1475;44869
     342  46;MZ8;   342;    46;  2; 342;  526604;11;2022;1475;44868; 8; 1; 3; 8; 8; 1;1; 3;1;  804;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 1; 699; 1;1;1;  2; 12; 12;0;    8;     ;1140;1213;33;1; 4;11;2022;1475;44869
     342  48;MZ8;   342;    48;  3; 342;  526604;11;2022;1475;44868;23; 3; 0;19;23; 6;1; 3;1;  802;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;0;1;  2; 12; 12;0;    8;     ; 939;1028;49; ;  ;  ;    ;    ;     
     342  51;MZ8;   342;    51;  1; 342;  526604;11;2022;1475;44868; 7; 1; 0; 7; 6; 2;1; 3;1;  804;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 2; 699; 1;1;0;  2; 12; 12;0;    8;     ;1627;1714;47;1; 4;11;2022;1475;44869
     342  53;MZ8;   342;    53;  1; 342;  526604;11;2022;1475;44869; 5; 1; 0; 5; 5; 2;1; 4;1;  802;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;0;1;  2; 12; 12;0;    8;     ;1130;1146;16; ;  ;  ;    ;    ;     
     342  56;MZ8;   342;    56;  1; 342;  526604;11;2022;1475;44868; 2; 0; 0; 2; 2; 0;1; 3;1;  804;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 0; 699; 0;1;0;  2; 12; 12;0;    8;     ;1005;1028;23; ;  ;  ;    ;    ;     
     342  58;MZ8;   342;    58;  1; 342;  526604;11;2022;1475;44868; 7; 2; 0; 7; 7; 2;1; 3;1;  804;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;0;1;  2; 12; 12;0;    8;     ;1451;1519;28; ;  ;  ;    ;    ;     
     342  61;MZ8;   342;    61;  1; 342;  526604;11;2022;1475;44868; 2; 0; 0; 2; 2; 0;1; 3;1;  804;   ;0; 342;  12;  12; 6;2; ;1;  528199;  800;     ;   ; 0; 699; 0;0;0;  2; 12; 12;0;    8;     ;1047;1105;18; ;  ;  ;    ;    ;     
     342  63;MZ8;   342;    63;  0; 342;       0;11;2022;1475;44869; 0; 0; 0; 0; 0; 0;7; 4;1;  802;   ;0; 342;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 699; 0;1;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     342  66;MZ8;   342;    66;  0; 342;       0;11;2022;1475;44869; 0; 0; 0; 0; 0; 0;7; 4;1;  804;   ;0; 342;  12;  12; 6;2; ;1;       0;  800;     ;   ; 0; 699; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     343   4;MZ8;   343;     4;  1; 343;  692098;10;2022;1474;44864; 8; 1; 1; 8; 8; 2;1;30;1;  803;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 2; 749; 1;1;1;  2; 12; 12;0;    8;     ;1535;1619;44;1;30;10;2022;1474;44864
     343   9;MZ8;   343;     9;  1; 343;  692098;10;2022;1474;44864; 3; 1; 0; 3; 3; 1;1;30;2;  801;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;0;1;  2;  2;  2;0;    8;     ;1408;1425;96; ;  ;  ;    ;    ;     
     343  13;MZ8;   343;    13;  1; 343;  692098;10;2022;1474;44864; 8; 1; 0; 8; 8; 3;1;30;1;  803;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 0; 749; 0;0;0;  2; 12; 12;0;    8;     ;1806;1840;34; ;  ;  ;    ;    ;     
     343  18;MZ8;   343;    18;  1; 343;  692098;10;2022;1474;44864; 6; 1; 0; 6; 5; 1;1;30;1;  802;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ;1618;1647;29; ;  ;  ;    ;    ;     
     343  22;MZ8;   343;    22;  2; 343;  692098;10;2022;1474;44864; 4; 1; 1; 4; 3; 2;1;30;1;  804;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ;1636;1648;12; ;  ;  ;    ;    ;     
     343  27;MZ8;   343;    27;  2; 343;  692098;10;2022;1474;44864; 3; 1; 0; 3; 3; 1;1;30;1;  802;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ;1242;1301;19; ;  ;  ;    ;    ;     
     343  31;MZ8;   343;    31;  1; 343;  692098;10;2022;1474;44864; 6; 2; 1; 6; 6; 2;1;30;1;  804;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 2; 749; 2;1;1;  2; 12; 12;0;    8;     ;1310;1343;33;1;31;10;2022;1474;44865
     343  36;MZ8;   343;    36;  2; 343;  692098;10;2022;1474;44864; 6; 1; 0; 6; 6; 1;1;30;1;  801;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ;1522;1559;37; ;  ;  ;    ;    ;     
     343  40;MZ8;   343;    40;  3; 343;  692098;10;2022;1474;44864;10; 2; 1;10; 8; 1;1;30;1;  804;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 1; 749; 2;1;1;  2; 12; 12;0;    8;     ;1437;1520;43;1;31;10;2022;1474;44865
     343  45;MZ8;   343;    45;  0; 343;       0;10;2022;1474;44865; 0; 0; 0; 0; 0; 0;7;31;1;  803;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;1;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     343  49;MZ8;   343;    49;  0; 343;       0;10;2022;1474;44864; 0; 0; 0; 0; 0; 0;6;30;1;  804;   ;0; 343;  12;  12; 6;2; ;1;       0;  800;     ;   ; 0; 749; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     343  54;MZ8;   343;    54;  1; 343;  692098;10;2022;1474;44865; 7; 0; 0; 7; 6; 2;1;31;1;  802;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;0;0;  2; 12; 12;0;    8;     ; 743; 821;38; ;  ;  ;    ;    ;     
     343  58;MZ8;   343;    58;  1; 343;  692098;10;2022;1474;44865; 1; 0; 0; 1; 1; 0;1;31;1;  801;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 0; 749; 0;1;0;  2; 12; 12;0;    8;     ; 722; 752;30; ;  ;  ;    ;    ;     
     343  63;MZ8;   343;    63;  1; 343;  692098;10;2022;1474;44865; 1; 0; 0; 1; 1; 0;1;31;1;  803;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;1;0;  2; 12; 12;0;    8;     ;1051;1130;39; ;  ;  ;    ;    ;     
     343  67;MZ8;   343;    67;  0; 343;       0;10;2022;1474;44865; 0; 0; 0; 0; 0; 0;6;31;1;  804;   ;0; 343;  12;  12; 6;2; ;1;       0;  800;     ;   ; 0; 749; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     343  72;MZ8;   343;    72;  1; 343;  692098;10;2022;1474;44864; 2; 0; 0; 2; 2; 0;1;30;1;  801;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;1;0;  2; 12; 12;0;    8;     ;1808;1834;26; ;  ;  ;    ;    ;     
     343  76;MZ8;   343;    76;  1; 343;  692098;10;2022;1474;44864; 1; 0; 1; 1; 1; 0;1;30;1;  802;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ;1808;1827;19; ;  ;  ;    ;    ;     
     343  81;MZ8;   343;    81;  1; 343;  692098;10;2022;1474;44864; 1; 0; 0; 1; 1; 0;1;30;1;  802;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;1;0;  2; 12; 12;0;    8;     ;1341;1358;17; ;  ;  ;    ;    ;     
     343  85;MZ8;   343;    85;  3; 343;  692098;10;2022;1474;44865; 5; 0; 1; 5; 4; 2;1;31;1;  804;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ; 640; 711;31; ;  ;  ;    ;    ;     
     343  90;MZ8;   343;    90;  1; 343;  692098;10;2022;1474;44865; 4; 1; 0; 4; 4; 1;1;31;1;  803;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ; 725; 750;25; ;  ;  ;    ;    ;     
     343  94;MZ8;   343;    94;  1; 343;  692098;10;2022;1474;44864; 5; 1; 1; 5; 5; 2;1;30;1;  804;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ;1127;1149;22; ;  ;  ;    ;    ;     
     343  99;MZ8;   343;    99;  1; 343;  692098;10;2022;1474;44864; 1; 0; 0; 1; 1; 0;1;30;1;  802;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;1;0;  2; 12; 12;0;    8;     ;1408;1440;32; ;  ;  ;    ;    ;     
     343 103;MZ8;   343;   103;  1; 343;  692098;10;2022;1474;44864; 6; 1; 1; 6; 6; 1;1;30;1;  803;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 1; 749; 1;1;1;  2; 12; 12;0;    8;     ;1321;1346;25;1;30;10;2022;1474;44864
     343 108;MZ8;   343;   108;  0; 343;       0;10;2022;1474;44864; 0; 0; 0; 0; 0; 0;6;30;1;  801;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;1;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     343 112;MZ8;   343;   112;  1; 343;  692098;10;2022;1474;44865; 2; 1; 0; 2; 2; 1;1;31;1;  801;   ;0; 343;  12;  12; 6;2; ;1;  694195;  800;     ;   ; 1; 749; 1;1;0;  2; 12; 12;0;    8;     ;1440;1458;18;1;31;10;2022;1474;44865
     343 117;MZ8;   343;   117;  1; 343;  692098;10;2022;1474;44864; 9; 1; 0; 9; 9; 3;1;30;2;  803;   ;0; 343;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 749; 0;0;1;  2; 12; 12;0;    8;     ;1157;1221;96; ;  ;  ;    ;    ;     
     344   3;MZ8;   344;     3;  1; 344;  505607; 9;2022;1473;44814; 1; 0; 0; 1; 1; 0;1;10;1;  804;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 0; 796; 0;1;0;  2;  8;  8;0;    8;     ;1656;1710;14; ;  ;  ;    ;    ;     
     344   7;MZ8;   344;     7;  1; 344;  505607; 9;2022;1473;44814; 7; 2; 0; 7; 7; 1;1;10;1;  803;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 796; 2;1;1;  2; 12; 12;0;    8;     ;1559;1647;48;1;11; 9;2022;1473;44815
     344  10;MZ8;   344;    10;  1; 344;  505607; 9;2022;1473;44814; 2; 1; 0; 2; 2; 1;1;10;1;  804;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 0; 796; 0;0;0;  2;  8;  8;0;    8;     ;1554;1612;18; ;  ;  ;    ;    ;     
     344  13;MZ8;   344;    13;  2; 344;  505607; 9;2022;1473;44814; 8; 2; 0; 8; 8; 0;1;10;1;  804;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 2;1;1;  2;  8;  8;0;    8;     ;1432;1513;41;1;11; 9;2022;1473;44815
     344  16;MZ8;   344;    16;  1; 344;  505607; 9;2022;1473;44814; 5; 1; 1; 5; 5; 2;1;10;1;  804;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 0; 796; 0;0;1;  2;  8;  8;0;    8;     ;1308;1325;17; ;  ;  ;    ;    ;     
     344  20;MZ8;   344;    20;  1; 344;  505607; 9;2022;1473;44814; 7; 2; 0; 5; 6; 1;1;10;1;  803;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 2; 796; 2;1;1;  2; 12; 12;0;    8;     ;1307;1349;42;3;13; 9;2022;1473;44817
     344  23;MZ8;   344;    23;  0; 344;       0; 9;2022;1473;44814; 0; 0; 0; 0; 0; 0;7;10;1;  804;   ;0; 344;  12;  12; 6;2; ;1;       0;  800;     ;   ; 0; 796; 0;1;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     344  26;MZ8;   344;    26;  0; 344;       0; 9;2022;1473;44814; 0; 0; 0; 0; 0; 0;6;10;1;  804;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     344  29;MZ8;   344;    29;  1; 344;  505607; 9;2022;1473;44814; 3; 1; 1; 3; 3; 1;1;10;1;  804;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 1; 796; 1;1;1;  2;  8;  8;0;    8;     ;1051;1116;25;1;11; 9;2022;1473;44815
     344  32;MZ8;   344;    32;  1; 344;  505607; 9;2022;1473;44814; 5; 1; 0; 5; 5; 2;1;10;1;  803;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 0;0;1;  2; 12; 12;0;    8;     ;1118;1202;44; ;  ;  ;    ;    ;     
     344  36;MZ8;   344;    36;  1; 344;  505607; 9;2022;1473;44816; 6; 4; 1; 6; 6; 1;1;12;1;  801;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 1; 796; 4;1;1;  2;  8;  8;0;    8;     ;1637;1647;10;1;12; 9;2022;1473;44816
     344  39;MZ8;   344;    39;  2; 344;  505607; 9;2022;1473;44815; 7; 1; 0; 7; 7; 1;1;11;1;  803;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 1; 796; 1;1;1;  2; 12; 12;0;    8;     ;1701;1747;46;1;12; 9;2022;1473;44816
     344  42;MZ8;   344;    42;  0; 344;       0; 9;2022;1473;44814; 0; 0; 0; 0; 0; 0;6;10;1;  802;   ;0; 344;  12;  12; 6;2; ;1;       0;  800;     ;   ; 0; 796; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     344  45;MZ8;   344;    45;  2; 344;  505607; 9;2022;1473;44815; 2; 1; 0; 2; 1; 0;1;11;1;  802;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 1;1;1;  2; 12; 12;0;    8;     ; 802; 843;41;1;11; 9;2022;1473;44815
     344  49;MZ8;   344;    49;  1; 344;  505607; 9;2022;1473;44816; 3; 0; 0; 3; 3; 1;1;12;1;  802;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 0; 796; 0;0;0;  2;  8;  8;0;    8;     ;1409;1431;22; ;  ;  ;    ;    ;     
     344  52;MZ8;   344;    52;  0; 344;       0; 9;2022;1473;44816; 0; 0; 0; 0; 0; 0;7;12;1;  803;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 0;0;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
     344  55;MZ8;   344;    55;  1; 344;  505607; 9;2022;1473;44815; 1; 0; 1; 1; 1; 0;1;11;1;  803;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 0; 796; 0;0;1;  2; 12; 12;0;    8;     ;1801;1814;13; ;  ;  ;    ;    ;     
     344  58;MZ8;   344;    58;  1; 344;  505607; 9;2022;1473;44816; 6; 2; 0; 6; 6; 0;1;12;1;  801;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 0;0;1;  2;  8;  8;0;    8;     ;1201;1229;28; ;  ;  ;    ;    ;     
     344  62;MZ8;   344;    62;  3; 344;  505607; 9;2022;1473;44816;14; 3; 1;14;13; 3;1;12;1;  802;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 0; 796; 0;0;1;  2;  8;  8;0;    8;     ;1805;1825;20; ;  ;  ;    ;    ;     
     344  65;MZ8;   344;    65;  1; 344;  505607; 9;2022;1473;44814; 9; 0; 0; 9; 8; 1;1;10;1;  801;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 0;0;0;  2; 12; 12;0;    8;     ;1236;1313;37; ;  ;  ;    ;    ;     
     344  68;MZ8;   344;    68;  1; 344;  505607; 9;2022;1473;44815; 4; 0; 1; 4; 4; 1;1;11;1;  802;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 1; 796; 0;1;1;  2; 12; 12;0;    8;     ;1708;1728;20;1;11; 9;2022;1473;44815
     344  71;MZ8;   344;    71;  2; 344;  505607; 9;2022;1473;44815; 3; 1; 0; 3; 3; 0;1;11;1;  801;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 1;1;1;  2;  8;  8;0;    8;     ;1635;1707;32;1;11; 9;2022;1473;44815
     344  74;MZ8;   344;    74;  2; 344;  505607; 9;2022;1473;44816; 5; 1; 0; 5; 4; 1;1;12;1;  802;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 1; 796; 1;1;0;  2;  8;  8;0;    8;     ; 854; 918;24;1;12; 9;2022;1473;44816
     344  78;MZ8;   344;    78;  1; 344;  505607; 9;2022;1473;44815; 1; 0; 0; 1; 1; 0;1;11;1;  801;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 0;0;0;  2;  8;  8;0;    8;     ;1055;1120;25; ;  ;  ;    ;    ;     
     344  81;MZ8;   344;    81;  1; 344;  505607; 9;2022;1473;44814; 7; 1; 0; 7; 7; 3;1;10;1;  802;   ;0; 344;  12;  12; 6;2; ;1;  507139;  800;     ;   ; 0; 796; 0;0;0;  2;  8;  8;0;    8;     ;1347;1410;23; ;  ;  ;    ;    ;     
     344  84;MZ8;   344;    84;  2; 344;  505607; 9;2022;1473;44814; 4; 1; 0; 4; 4; 2;1;10;1;  801;   ;0; 344;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 796; 0;0;1;  2; 12; 12;0;    8;     ;1504;1524;20; ;  ;  ;    ;    ;     
     345   2;MZ8;   345;     2;  1; 345;  955092; 9;2022;1473;44811; 3; 1; 0; 3; 2; 0;1; 7;1;  801;   ;0; 345;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 272; 1;1;1;  2;  2;  8;0;    8;     ;1611;1639;28;1; 7; 9;2022;1473;44811
     345   6;MZ8;   345;     6;  1; 345;  955092; 9;2022;1473;44811;10; 3; 2;10;10; 2;1; 7;1;  804;   ;0; 345;  12;  12; 6;2; ;1;  957986;  800;     ;   ; 1; 272; 3;1;1;  2;  8;  8;0;    8;     ;1603;1623;20;1; 7; 9;2022;1473;44811
     345  10;MZ8;   345;    10;  1; 345;  955092; 9;2022;1473;44811; 4; 1; 0; 4; 4; 0;1; 7;1;  801;   ;0; 345;  12;  12; 6;2; ;0;       0;  800;     ;   ; 0; 272; 0;0;1;  2;  8;  8;0;    8;     ; 848; 911;23; ;  ;  ;    ;    ;     
     345  14;MZ8;   345;    14;  0; 345;       0; 9;2022;1473;44813; 0; 0; 0; 0; 0; 0;3; 9;4;  804;   ;0; 345;  12;  12; 6;2; ;1;       0;  800;     ;   ; 0; 272; 0;1;0;   ;   ;   ; ;    8;     ;    ;    ;  ; ;  ;  ;    ;    ;     
