HHID;IDXH4;SH16;SH17A;SH17B;SH18;SH19A;SH19B;SH36;SH37;SH38;SH39
     309  46; 2;1; 4; 7; ;  ;  ; ; ; ; 
     309  46; 3;1; 5;10;1; 6;11; ; ; ; 
     309  46; 4;1; 4; 6;1; 4; 7; ; ; ; 
     309  46; 5;1; 1; 0;1; 3; 1; ; ; ; 
     309  46; 6;0;  ;  ; ;  ;  ; ; ; ; 
     309  46; 7;1; 5; 9;1; 5;10; ; ; ; 
     309  48; 1;1; 4; 6; ;  ;  ; ; ; ; 
     309  48; 2;0;  ;  ; ;  ;  ; ; ; ; 
     309  48; 3;1; 4; 6;1; 4; 7;2;1;5;5
     309  48; 4;1; 4; 6; ;  ;  ; ; ; ; 
     309  48; 5;1; 6;12; ;  ;  ; ; ; ; 
     309  48; 6;1;98;  ; ;  ;  ; ; ; ; 
     309  48; 7;1; 3; 2;1; 3; 3;1;1;5;5
     309  48; 8;1; 3; 4;0;  ;  ;1;1;4;8
     309  48; 9;1; 3; 5;1; 4; 6;1;1;5;5
     309  48;10;1; 3; 0;1; 3; 1;1;1;5;5
     309  51; 1;1; 4; 6; ;  ;  ; ; ; ; 
     309  51; 2;1; 2; 3; ;  ;  ; ; ; ; 
     309  51; 3;1; 3; 5; ;  ;  ; ; ; ; 
     309  51; 4;1; 3; 5;1; 4; 6; ; ; ; 
     309  51; 5;1; 3; 2;1; 3; 3; ; ; ; 
     309  51; 6;0;  ;  ; ;  ;  ; ; ; ; 
     309  51; 7;1; 3; 0;1; 3; 2; ; ; ; 
     309  51; 8;1; 3; 0;1; 3; 1; ; ; ; 
     309  51; 9;0;  ;  ; ;  ;  ; ; ; ; 
     309  54; 1;0;  ;  ; ;  ;  ; ; ; ; 
     309  54; 2;1;98;  ; ;  ;  ; ; ; ; 
     309  54; 3;1; 6; 0;0;  ;  ; ; ; ; 
     309  54; 4;1; 4; 7;0;  ;  ; ; ; ; 
     309  54; 5;1; 5; 8;1; 5; 9;1;1;1;5
     309  54; 6;1; 4; 6;1; 4; 7;1;1;5;1
     309  54; 7;1; 3; 1;1; 3; 2;1;1;5;5
     309  54; 8;1; 5;10;0;  ;  ; ; ; ; 
     309  57; 1;1; 3; 5; ;  ;  ; ; ; ; 
     309  57; 2;1; 2; 0;1; 3; 1; ; ; ; 
     309  57; 3;1; 5; 9; ;  ;  ; ; ; ; 
     309  57; 4;1; 3; 4;1; 3; 5; ; ; ; 
     309  57; 5;1; 3; 2;1; 3; 3; ; ; ; 
     309  57; 6;0;  ;  ; ;  ;  ; ; ; ; 
     309  62; 1;1;98;  ; ;  ;  ; ; ; ; 
     309  62; 2;1; 4; 6; ;  ;  ; ; ; ; 
     309  62; 3;1; 3; 5;0;  ;  ; ; ; ; 
     309  62; 4;1; 3; 4;1; 3; 5; ; ; ; 
     309  62; 5;1; 3; 4;1; 3; 5; ; ; ; 
     309  62; 6;0;  ;  ; ;  ;  ; ; ; ; 
     309  62; 7; ;  ;  ; ;  ;  ; ; ; ; 
     309  65; 1;1; 5;10;0;  ;  ; ; ; ; 
     309  65; 2;1; 3; 5;0;  ;  ; ; ; ; 
     309  65; 3; ;  ;  ; ;  ;  ; ; ; ; 
     309  71; 1;0;  ;  ; ;  ;  ; ; ; ; 
     309  71; 2;1; 5; 0;1; 5; 8;1;1;8;4
     309  71; 3;1; 4; 0;1; 4; 6;1;1;5;5
     309  71; 4;1; 5; 0;1; 5; 8;1;1;5;5
     310   1; 1;1; 6;12; ;  ;  ; ; ; ; 
     310   1; 2;1; 3; 5;1; 4; 7; ; ; ; 
     310   1; 3;1; 5;10;1; 6;12; ; ; ; 
     310   1; 4;1; 5;10;1; 6;11; ; ; ; 
     310   1; 5;0;  ;  ; ;  ;  ; ; ; ; 
     310  10; 1;1; 4; 7; ;  ;  ; ; ; ; 
     310  10; 2;1; 4; 6; ;  ;  ; ; ; ; 
     310  10; 3;1; 6;12;0;  ;  ; ; ; ; 
     310  10; 4;1; 4; 7;1; 5; 8; ; ; ; 
     310  10; 5;1; 3; 1;1; 3; 2; ; ; ; 
     310  14; 1;1; 6;12;0;  ;  ; ; ; ; 
     310  14; 2;1; 5;10;1; 6;11; ; ; ; 
     310  19; 1;1; 5;10; ;  ;  ; ; ; ; 
     310  19; 2;1; 6; 0;1; 6;11; ; ; ; 
     310  19; 3;1; 3; 2;1; 3; 3; ; ; ; 
     310  19; 4;1; 6; 0;1; 6;11; ; ; ; 
     310  23; 1;1;98;  ; ;  ;  ; ; ; ; 
     310  23; 2;0;  ;  ; ;  ;  ; ; ; ; 
     310  23; 3;0;  ;  ; ;  ;  ; ; ; ; 
     310  23; 4; ;  ;  ; ;  ;  ; ; ; ; 
     310  23; 5; ;  ;  ; ;  ;  ; ; ; ; 
     310  27; 1;1; 6;12;1; 7; 2; ; ; ; 
     310  32; 1;1;12; 4; ;  ;  ; ; ; ; 
     310  32; 2;1; 6;12;1; 7; 1; ; ; ; 
     310  32; 3;1; 5;10;1; 6;11;1;1;5;5
     310  32; 4;1; 3; 5;1; 4; 6;1;1;5;5
     310  32; 5;0;  ;  ; ;  ;  ; ; ; ; 
     310  32; 6;1; 4; 7;1; 5;10;1;1;5;5
     310  32; 7;1; 4; 7;1; 5;10;1;1;8;5
     310  36; 1;1;12; 4; ;  ;  ; ; ; ; 
     310  36; 2;1;12; 4; ;  ;  ; ; ; ; 
     310  36; 3;1; 3; 3;1; 3; 4; ; ; ; 
     310  36; 4;1; 3; 1;1; 3; 2; ; ; ; 
     310  36; 5;0;  ;  ; ;  ;  ; ; ; ; 
     310  36; 6; ;  ;  ; ;  ;  ; ; ; ; 
     310  36; 7;1; 3; 4;1; 3; 5; ; ; ; 
     310  41; 1;1;12; 4; ;  ;  ; ; ; ; 
     310  41; 2;1; 5;10;0;  ;  ; ; ; ; 
     310  41; 3;1; 3; 1;1; 3; 2;1;1;5;5
     310  41; 4; ;  ;  ; ;  ;  ; ; ; ; 
     310  45; 1;1; 5; 9; ;  ;  ; ; ; ; 
     310  45; 2;1; 4; 7;0;  ;  ; ; ; ; 
     310  45; 3;0;  ;  ; ;  ;  ; ; ; ; 
     310  45; 4; ;  ;  ; ;  ;  ; ; ; ; 
     310  49; 1;0;  ;  ; ;  ;  ; ; ; ; 
     310  49; 2;1; 3; 3;1; 3; 4;1;1;5;5
     310  49; 3;0;  ;  ; ;  ;  ;1;1;5;5
     310  54; 1;1; 5; 8; ;  ;  ; ; ; ; 
     310  54; 2;1; 4; 6; ;  ;  ; ; ; ; 
     310  54; 3;1; 4; 6;1; 4; 7; ; ; ; 
     310  54; 4;1; 3; 4;1; 3; 5; ; ; ; 
     310  54; 5;1; 3; 1;1; 3; 2; ; ; ; 
     310  54; 6; ;  ;  ; ;  ;  ; ; ; ; 
     310  58; 1;1; 6;12; ;  ;  ; ; ; ; 
     310  58; 2;1; 8; 3; ;  ;  ; ; ; ; 
     310  58; 3;1; 4; 6;1; 4; 7;1;1;1;1
     310  58; 4;1; 3; 4;1; 3; 5;1;1;1;1
     310  58; 5;1; 3; 1;1; 3; 2;1;1;1;1
     310  58; 6; ;  ;  ; ;  ;  ; ; ; ; 
     310  62; 1;1; 3; 3; ;  ;  ; ; ; ; 
     310  62; 2;1; 3; 3; ;  ;  ; ; ; ; 
     310  62; 3;1; 4; 0;0;  ;  ; ; ; ; 
     310  67; 1;1; 5; 9; ;  ;  ; ; ; ; 
     310  67; 2;1; 4; 7; ;  ;  ; ; ; ; 
     310  67; 3;1; 5; 8;1; 5; 9; ; ; ; 
     310  67; 4;1; 5; 0;1; 5; 8;1;1;8;8
     310  67; 5;1; 4; 6;1; 4; 7;1;1;8;8
     310  67; 6;1; 3; 2;1; 3; 3;2;1;5;5
     310  71; 1;1; 4; 7; ;  ;  ; ; ; ; 
     310  71; 2;1; 4; 0;1; 4; 6; ; ; ; 
     310  71; 3;1; 3; 2;1; 3; 3; ; ; ; 
     310  71; 4;0;  ;  ; ;  ;  ; ; ; ; 
     310  71; 5;0;  ;  ; ;  ;  ; ; ; ; 
     310  80; 1;1; 5; 0; ;  ;  ; ; ; ; 
     310  80; 2;1; 3; 0; ;  ;  ; ; ; ; 
     310  80; 3;1; 3; 0;1; 3; 2; ; ; ; 
     310  80; 4;0;  ;  ; ;  ;  ; ; ; ; 
     310  80; 5;0;  ;  ; ;  ;  ; ; ; ; 
     310  80; 6; ;  ;  ; ;  ;  ; ; ; ; 
     310  84; 1;1; 5; 0; ;  ;  ; ; ; ; 
     310  84; 2;0;  ;  ; ;  ;  ; ; ; ; 
     310  84; 3;1; 9; 0;1; 9; 2; ; ; ; 
     310  84; 4;0;  ;  ; ;  ;  ;1;1;5;5
     310  84; 5; ;  ;  ; ;  ;  ; ; ; ; 
     310  84; 6;1; 3; 0;1; 3; 3;1;1;5;5
     310  84; 7;0;  ;  ; ;  ;  ; ; ; ; 
     310  84; 8; ;  ;  ; ;  ;  ; ; ; ; 
     310  84; 9;1; 3; 0; ;  ;  ; ; ; ; 
     310  84;10;1; 5; 0;0;  ;  ; ; ; ; 
     310  88; 1;0;  ;  ; ;  ;  ; ; ; ; 
     310  88; 2;0;  ;  ; ;  ;  ; ; ; ; 
     310  88; 3;1; 5; 0;1; 5; 8; ; ; ; 
     310  88; 4;1; 4; 0;1; 4; 6; ; ; ; 
     310  88; 5;1; 3; 0;1; 3; 3; ; ; ; 
     310  88; 6;1; 5; 0;1; 5; 9; ; ; ; 
     310  88; 7;0;  ;  ; ;  ;  ; ; ; ; 
     310  88; 8;1; 4; 0;1; 4; 7; ; ; ; 
     310  93; 1;1; 5;10; ;  ;  ; ; ; ; 
     310  93; 2;1; 6;12; ;  ;  ; ; ; ; 
     310  93; 3;1; 3; 0;1; 3; 4;1;1;5;5
     310  93; 4;1; 3; 0;1; 3; 1;1;1;5;5
     310  93; 5; ;  ;  ; ;  ;  ; ; ; ; 
     310  97; 1;1; 5;10; ;  ;  ; ; ; ; 
     310  97; 2;1; 5; 0;1; 5; 9; ; ; ; 
     310  97; 3;1; 3; 0;1; 3; 4; ; ; ; 
     310  97; 4;1; 3; 0;1; 3; 2; ; ; ; 
     310  97; 5; ;  ;  ; ;  ;  ; ; ; ; 
     310 101; 1;1; 4; 0; ;  ;  ; ; ; ; 
     310 101; 2;0;  ;  ; ;  ;  ; ; ; ; 
     310 101; 3;1; 5; 0;1; 5; 8;1;1;5;5
     310 101; 4;1; 4; 0;1; 4; 6;1;1;5;5
     310 101; 5;0;  ;  ; ;  ;  ;1;1;5;5
     310 101; 6;0;  ;  ; ;  ;  ; ; ; ; 
     310 101; 7; ;  ;  ; ;  ;  ; ; ; ; 
     310 106; 1;1; 5; 0; ;  ;  ; ; ; ; 
     310 110; 1;1; 5; 8; ;  ;  ; ; ; ; 
     311   4; 1;1; 5;10; ;  ;  ; ; ; ; 
     311   8; 1;1; 5; 8; ;  ;  ; ; ; ; 
     311   8; 2;1; 4; 7; ;  ;  ; ; ; ; 
     311   8; 3;1; 9; 3;0;  ;  ; ; ; ; 
     311   8; 4;1; 5;10;0;  ;  ; ; ; ; 
     311   8; 5; ;  ;  ; ;  ;  ; ; ; ; 
     311   8; 6;1; 3; 4;1; 3; 4; ; ; ; 
     311  13; 1;1; 6;12; ;  ;  ; ; ; ; 
     311  13; 2;1; 5;10;0;  ;  ; ; ; ; 
     311  13; 3;0;  ;  ; ;  ;  ; ; ; ; 
     311  13; 4; ;  ;  ; ;  ;  ; ; ; ; 
     311  17; 1;1;98;  ; ;  ;  ; ; ; ; 
     311  17; 2;1; 4; 7; ;  ;  ; ; ; ; 
     311  17; 3;1; 5;10; ;  ;  ; ; ; ; 
     311  17; 4;1; 5;10;0;  ;  ; ; ; ; 
     311  17; 5; ;  ;  ; ;  ;  ; ; ; ; 
     311  17; 6;1; 4; 7;0;  ;  ; ; ; ; 
     311  17; 7;1; 5; 8;1; 5; 8; ; ; ; 
     311  17; 8;1; 5; 9;0;  ;  ; ; ; ; 
     311  17; 9;1; 5; 8;0;  ;  ; ; ; ; 
     311  17;10;1;98;  ;0;  ;  ; ; ; ; 
     311  17;11;1; 4; 7;0;  ;  ; ; ; ; 
     311  17;12; ;  ;  ; ;  ;  ; ; ; ; 
     311  21; 1;1;12; 5; ;  ;  ; ; ; ; 
     311  29; 1;1; 6;12; ;  ;  ; ; ; ; 
     311  29; 2;1; 6;12;0;  ;  ; ; ; ; 
     311  29; 3; ;  ;  ; ;  ;  ; ; ; ; 
     311  29; 4;1; 5; 8;1; 5; 8;1;1;5;5
     311  29; 5;1; 5; 0;1; 5; 8;1;1;5;5
     311  33; 1;1; 5;10; ;  ;  ; ; ; ; 
     311  33; 2;1; 5;10;1; 5;10; ; ; ; 
     311  33; 3;1; 5;10;1; 5;10; ; ; ; 
     311  37; 1;1;98;  ; ;  ;  ; ; ; ; 
     311  37; 2;1; 3; 4; ;  ;  ; ; ; ; 
     311  37; 3;1; 5;10;1; 5;10; ; ; ; 
     311  37; 4;1; 3; 2;1; 3; 2;1;1;4;5
     311  37; 5;0;  ;  ; ;  ;  ; ; ; ; 
     311  41; 1;1;12; 2; ;  ;  ; ; ; ; 
     311  41; 2;1; 4; 7; ;  ;  ; ; ; ; 
     311  41; 3;1; 5;10;1; 5;10; ; ; ; 
     311  41; 4;1; 4; 7;1; 4; 7; ; ; ; 
     311  41; 5;1; 4; 6;1; 4; 6; ; ; ; 
     311  41; 6;1; 3; 3;1; 3; 3; ; ; ; 
     311  41; 7;0;  ;  ; ;  ;  ; ; ; ; 
     311  41; 8; ;  ;  ; ;  ;  ; ; ; ; 
     311  45; 1;1; 4; 7;0;  ;  ; ; ; ; 
     311  45; 2;1; 5; 8;0;  ;  ; ; ; ; 
     311  49; 1;1; 3; 5; ;  ;  ; ; ; ; 
     311  49; 2;1; 3; 4; ;  ;  ; ; ; ; 
     311  49; 3;1; 6;12; ;  ;  ; ; ; ; 
     311  49; 4;1; 5; 9;1; 5;10; ; ; ; 
     311  49; 5;1; 5; 9;1; 5;10; ; ; ; 
     311  49; 6;1; 3; 3;1; 3; 4; ; ; ; 
     311  49; 7; ;  ;  ; ;  ;  ; ; ; ; 
     311  49; 8;0;  ;  ; ;  ;  ; ; ; ; 
     311  49; 9; ;  ;  ; ;  ;  ; ; ; ; 
     311  53; 1;1; 6;12; ;  ;  ; ; ; ; 
     311  53; 2;1;12; 5; ;  ;  ; ; ; ; 
     311  53; 3;1; 6;12;0;  ;  ; ; ; ; 
     311  53; 4;1; 6;12;0;  ;  ; ; ; ; 
     311  53; 5;1; 5;10;1; 5;10;1;1;5;5
     311  53; 6;1; 5; 8;1; 5; 8;1;1;5;5
     311  53; 7;1; 6;12;0;  ;  ; ; ; ; 
     311  57; 1;1; 3; 4; ;  ;  ; ; ; ; 
     311  57; 2;0;  ;  ; ;  ;  ; ; ; ; 
     311  57; 3;1; 6;12;0;  ;  ; ; ; ; 
     311  57; 4;1; 5; 9;1; 5; 9; ; ; ; 
     311  57; 5;1; 4; 6;1; 4; 6; ; ; ; 
     311  57; 6;1; 3; 2;1; 3; 2; ; ; ; 
     311  61; 1;1;98;  ; ;  ;  ; ; ; ; 
     311  61; 2;1; 6;11;1; 6;11; ; ; ; 
     311  61; 3;1; 5; 8;1; 5; 8;1;1;8;8
     311  61; 4;1; 5; 8;1; 5; 8;1;1;8;5
     311  61; 5;1; 3; 2;1; 3; 2;1;1;5;5
     311  66; 1;1; 3; 4; ;  ;  ; ; ; ; 
     311  66; 2;1; 6;12;0;  ;  ; ; ; ; 
     311  70; 1;1; 4; 7; ;  ;  ; ; ; ; 
     311  70; 2;1; 3; 5; ;  ;  ; ; ; ; 
     311  70; 3;1; 5;10;0;  ;  ; ; ; ; 
     311  70; 4;1; 5; 9;1; 5;10;1;1;5;5
     311  70; 5;1; 4; 0;1; 4; 6;1;1;5;5
     311  70; 6;1; 3; 0;1; 3; 1;1;1;5;5
     311  70; 7; ;  ;  ; ;  ;  ; ; ; ; 
     311  70; 8; ;  ;  ; ;  ;  ; ; ; ; 
     311  74; 1;1; 4; 6; ;  ;  ; ; ; ; 
     311  74; 2;0;  ;  ; ;  ;  ; ; ; ; 
     311  74; 3;1; 5; 9;1; 5;10; ; ; ; 
     311  74; 4;1; 5; 9;1; 5;10; ; ; ; 
     311  74; 5;1; 4; 6;1; 4; 7; ; ; ; 
     311  74; 6;1; 4; 0;1; 4; 6; ; ; ; 
     311  74; 7;1; 3; 4;1; 3; 5; ; ; ; 
     311  74; 8;1; 3; 1;1; 3; 2; ; ; ; 
     311  74; 9; ;  ;  ; ;  ;  ; ; ; ; 
     311  78; 1;1; 5; 9; ;  ;  ; ; ; ; 
     311  78; 2;1; 6;11;0;  ;  ; ; ; ; 
     311  78; 3;0;  ;  ; ;  ;  ;1;1;5;5
     311  82; 1;1; 6;12; ;  ;  ; ; ; ; 
     311  82; 2;1; 5;10;0;  ;  ; ; ; ; 
     311  82; 3;0;  ;  ; ;  ;  ; ; ; ; 
     311  86; 1;1; 5; 9; ;  ;  ; ; ; ; 
     311  86; 2;1; 5; 8;0;  ;  ; ; ; ; 
     311  86; 3;0;  ;  ; ;  ;  ; ; ; ; 
     311  90; 1;1; 6;12; ;  ;  ; ; ; ; 
     311  90; 2;1; 4; 7; ;  ;  ; ; ; ; 
     311  90; 3;1; 4; 6;1; 4; 7; ; ; ; 
     311  90; 4;1; 3; 3;1; 3; 4; ; ; ; 
     311  90; 5;1; 3; 1;1; 3; 2; ; ; ; 
     311  90; 6;0;  ;  ; ;  ;  ; ; ; ; 
     311  90; 7; ;  ;  ; ;  ;  ; ; ; ; 
     311  90; 8;1; 3; 3;1; 3; 4; ; ; ; 
     311  94; 1;1; 6;12; ;  ;  ; ; ; ; 
     311  94; 2;1;12; 4; ;  ;  ; ; ; ; 
     311  94; 3; ;  ;  ; ;  ;  ; ; ; ; 
     311  98; 1;1; 6;12; ;  ;  ; ; ; ; 
     311  98; 2;1; 6;11; ;  ;  ; ; ; ; 
     311  98; 3;1; 4; 6;1; 4; 7; ; ; ; 
     311  98; 4;1; 3; 4;1; 3; 5; ; ; ; 
     311  98; 5;1; 3; 0;1; 3; 1; ; ; ; 
     311  98; 6;1; 6;12;0;  ;  ; ; ; ; 
     311 102; 1;1; 8; 2; ;  ;  ; ; ; ; 
     311 102; 2;1; 5; 8;1; 5; 9;1;1;5;5
     311 106; 1;1; 5;10; ;  ;  ; ; ; ; 
     311 106; 2;1; 5;10; ;  ;  ; ; ; ; 
     311 106; 3;0;  ;  ; ;  ;  ; ; ; ; 
     311 106; 4; ;  ;  ; ;  ;  ; ; ; ; 
     312   3; 1;1; 3; 4; ;  ;  ; ; ; ; 
     312   3; 2;1; 5; 8; ;  ;  ; ; ; ; 
     312   3; 3;1; 3; 0;1; 3; 1;1;1;5;5
     312   3; 4; ;  ;  ; ;  ;  ; ; ; ; 
     312   7; 1;1; 4; 7; ;  ;  ; ; ; ; 
     312   7; 2;1; 4; 7;0;  ;  ; ; ; ; 
     312   7; 3;0;  ;  ; ;  ;  ; ; ; ; 
     312  11; 1;1; 4; 7; ;  ;  ; ; ; ; 
     312  11; 2;0;  ;  ; ;  ;  ; ; ; ; 
     312  11; 3;1; 4; 7;1; 5;10;1;1;5;5
     312  11; 4;1; 3; 5;1; 4; 6;1;1;5;5
     312  11; 5;1; 3; 2;1; 3; 3;1;1;5;5
     312  11; 6;0;  ;  ; ;  ;  ; ; ; ; 
     312  11; 7;0;  ;  ; ;  ;  ; ; ; ; 
     312  15; 1;1; 3; 3; ;  ;  ; ; ; ; 
     312  15; 2;1; 3; 3;1; 3; 4; ; ; ; 
     312  15; 3; ;  ;  ; ;  ;  ; ; ; ; 
     312  18; 1;1; 5; 0;1; 5; 8; ; ; ; 
     312  22; 1;1; 3; 5; ;  ;  ; ; ; ; 
     312  22; 2;1; 5; 9;1; 5;10; ; ; ; 
     312  22; 3;1; 6;12;0;  ;  ; ; ; ; 
     312  22; 4;1; 6;11;0;  ;  ; ; ; ; 
     312  22; 5;1; 5; 9;1; 5;10; ; ; ; 
     312  22; 6;1; 5; 0;1; 5; 8; ; ; ; 
     312  22; 7;1; 3; 4;1; 3; 5; ; ; ; 
     312  22; 8;0;  ;  ; ;  ;  ; ; ; ; 
     312  22; 9;0;  ;  ; ;  ;  ; ; ; ; 
     312  22;10; ;  ;  ; ;  ;  ; ; ; ; 
     312  22;11;1; 5; 9;1; 5;10; ; ; ; 
     312  26; 1;1;98;  ; ;  ;  ; ; ; ; 
     312  26; 2;1; 4; 7; ;  ;  ; ; ; ; 
     312  26; 3;1; 4; 7; ;  ;  ; ; ; ; 
     312  26; 4;1; 3; 3;1; 3; 4;1;1;5;5
     312  26; 5;1; 3; 2;1; 3; 3;1;1;5;5
     312  26; 6; ;  ;  ; ;  ;  ; ; ; ; 
     312  30; 1;1;98;  ; ;  ;  ; ; ; ; 
     312  30; 2;1; 4; 7; ;  ;  ; ; ; ; 
     312  30; 3; ;  ;  ; ;  ;  ; ; ; ; 
     312  30; 4;0;  ;  ; ;  ;  ; ; ; ; 
     312  33; 1;1; 6;12;0;  ;  ; ; ; ; 
     312  38; 1;1; 5; 9; ;  ;  ; ; ; ; 
     312  38; 2;1; 5; 9; ;  ;  ; ; ; ; 
     312  38; 3;1; 4; 0;1; 4; 6; ; ; ; 
     312  38; 4;1; 3; 3;1; 3; 4; ; ; ; 
     312  38; 5;1; 3; 1;1; 3; 2; ; ; ; 
     312  38; 6;1; 1; 0;1; 1; 3; ; ; ; 
     312  38; 7;1; 5; 0;1; 5; 8; ; ; ; 
     312  42; 1;1; 3; 4; ;  ;  ; ; ; ; 
     312  42; 2;1; 3; 2; ;  ;  ; ; ; ; 
     312  42; 3;1; 6; 0;0;  ;  ; ; ; ; 
     312  42; 4;1; 3; 4;1; 3; 5;1;1;5;5
     312  42; 5;1; 3; 4;1; 3; 5;1;1;5;5
     312  42; 6;1; 3; 2;1; 3; 3;1;1;5;5
     312  42; 7;0;  ;  ; ;  ;  ;1;1;5;5
     312  42; 8; ;  ;  ; ;  ;  ; ; ; ; 
     312  42; 9;1; 5; 9;0;  ;  ;1;1;5;5
     312  42;10; ;  ;  ; ;  ;  ; ; ; ; 
     312  42;11;0;  ;  ; ;  ;  ; ; ; ; 
     312  49; 1;1; 5;10; ;  ;  ; ; ; ; 
     312  49; 2;1; 4; 7; ;  ;  ; ; ; ; 
     312  49; 3;1; 3; 5;1; 4; 6;1;1;5;5
     312  49; 4;1; 3; 3;1; 3; 4;1;1;5;5
     312  49; 5;0;  ;  ; ;  ;  ; ; ; ; 
     312  53; 1;0;  ;  ; ;  ;  ; ; ; ; 
     312  53; 2;1; 4; 0;1; 4; 6; ; ; ; 
     312  53; 3;1; 4; 6;1; 4; 6; ; ; ; 
     312  57; 1;1; 6;12; ;  ;  ; ; ; ; 
     312  57; 2;1; 6; 0; ;  ;  ; ; ; ; 
     312  57; 3;1; 5; 0;1; 5; 9;1;1;5;5
     312  57; 4;1; 4; 0;1; 4; 6;1;1;5;5
     312  57; 5;1; 3; 0;1; 3; 2;1;1;5;5
     312  60; 1;1; 5;10; ;  ;  ; ; ; ; 
     312  60; 2;1; 6;12; ;  ;  ; ; ; ; 
     312  60; 3;1; 4; 0;1; 4; 6; ; ; ; 
     312  60; 4;1; 3; 0;1; 3; 4; ; ; ; 
     312  60; 5;0;  ;  ; ;  ;  ; ; ; ; 
     312  64; 1;1; 5; 0; ;  ;  ; ; ; ; 
     312  64; 2;1; 4; 7;0;  ;  ; ; ; ; 
     312  64; 3;0;  ;  ; ;  ;  ; ; ; ; 
     312  64; 4; ;  ;  ; ;  ;  ; ; ; ; 
     312  68; 1;1; 6;12; ;  ;  ; ; ; ; 
     312  68; 2;1; 4; 7; ;  ;  ; ; ; ; 
     312  68; 3;1; 5; 8;0;  ;  ; ; ; ; 
     312  68; 4;1; 5; 0;1; 5; 8; ; ; ; 
     312  68; 5;1; 3; 4;1; 3; 5; ; ; ; 
     312  68; 6;0;  ;  ; ;  ;  ; ; ; ; 
     312  72; 1;1;98;  ; ;  ;  ; ; ; ; 
     312  72; 2;1; 3; 1;0;  ;  ; ; ; ; 
     312  72; 3;0;  ;  ; ;  ;  ; ; ; ; 
     312  72; 4; ;  ;  ; ;  ;  ; ; ; ; 
     312  75; 1;1; 5;10; ;  ;  ; ; ; ; 
     312  75; 2;1; 4; 6; ;  ;  ; ; ; ; 
     312  75; 3;1; 3; 0;1; 3; 1; ; ; ; 
     312  75; 4;1; 6;11;0;  ;  ; ; ; ; 
     312  75; 5;1; 4; 0;1; 4; 6; ; ; ; 
     312  79; 1;1; 6;11; ;  ;  ; ; ; ; 
     312  79; 2;1; 5; 8;0;  ;  ; ; ; ; 
     312  79; 3;1; 6;11;1; 6;12; ; ; ; 
     312  79; 4;1; 5; 9;1; 5;10;8;8;8;8
     312  79; 5;0;  ;  ; ;  ;  ; ; ; ; 
     312  79; 6;0;  ;  ; ;  ;  ; ; ; ; 
     312  79; 7; ;  ;  ; ;  ;  ; ; ; ; 
     312  83; 1;1; 4; 7; ;  ;  ; ; ; ; 
     312  83; 2;1; 5; 8;0;  ;  ; ; ; ; 
     312  83; 3;0;  ;  ; ;  ;  ; ; ; ; 
     312  83; 4; ;  ;  ; ;  ;  ; ; ; ; 
     312  86; 1;1; 6;11; ;  ;  ; ; ; ; 
     312  86; 2;1; 4; 7; ;  ;  ; ; ; ; 
     312  86; 3;1; 4; 6;1; 4; 7;1;1;5;5
     312  86; 4;1; 3; 4;1; 3; 5;1;1;5;5
     312  86; 5;1; 3; 3;1; 3; 4;1;1;5;5
     312  86; 6;0;  ;  ; ;  ;  ;1;1;5;5
     312  86; 7;1; 3; 1;1; 3; 2;1;1;5;5
     312  86; 8;1; 3; 2;1; 3; 3;1;1;1;5
     312  90; 1;1; 5; 8; ;  ;  ; ; ; ; 
     312  90; 2;1; 4; 7; ;  ;  ; ; ; ; 
     312  90; 3;1; 4; 7;1; 5;10; ; ; ; 
     312  90; 4;1; 3; 4;1; 3; 5; ; ; ; 
     312  90; 5;1; 3; 2;1; 3; 3; ; ; ; 
     312  90; 6;0;  ;  ; ;  ;  ; ; ; ; 
     312  90; 7;1; 3; 2;1; 3; 3; ; ; ; 
     312  94; 1;1; 4; 0; ;  ;  ; ; ; ; 
     312  94; 2;0;  ;  ; ;  ;  ; ; ; ; 
     312  98; 1;1; 3; 0; ;  ;  ; ; ; ; 
     313   3; 1;1; 2; 2; ;  ;  ; ; ; ; 
     313   8; 1;1; 3; 2; ;  ;  ; ; ; ; 
     313   8; 2;0;  ;  ; ;  ;  ; ; ; ; 
     313   8; 3;1; 5; 9;1; 5;10; ; ; ; 
     313   8; 4;1; 4; 6;1; 4; 7;1;1;5;5
     313   8; 5;1; 3; 0;1; 3; 1;1;1;5;5
     313  13; 1;0;  ;  ; ;  ;  ; ; ; ; 
     313  13; 2;1; 3; 4;0;  ;  ; ; ; ; 
     313  13; 3;1; 4; 6;1; 4; 7; ; ; ; 
     313  13; 4;0;  ;  ; ;  ;  ; ; ; ; 
     313  18; 1;1; 4; 7; ;  ;  ; ; ; ; 
     313  18; 2;1; 5;10; ;  ;  ; ; ; ; 
     313  18; 3;0;  ;  ; ;  ;  ;1;1;5;5
     313  23; 1;0;  ;  ; ;  ;  ; ; ; ; 
     313  23; 2;1; 6; 0; ;  ;  ; ; ; ; 
     313  23; 3;1; 5; 9;1; 5;10; ; ; ; 
     313  23; 4;1; 5; 0;0;  ;  ; ; ; ; 
     313  23; 5;1; 4; 6;1; 4; 6; ; ; ; 
     313  23; 6;0;  ;  ; ;  ;  ; ; ; ; 
     313  23; 7;0;  ;  ; ;  ;  ; ; ; ; 
     313  23; 8;1; 3; 5;1; 4; 6; ; ; ; 
