HHID;CASEID;V801;V802;V803;V804;V805;V806;V811;V812;V813;V814;V815A;V815B;V815C
     307  37;     307  37 02;1501;1530;29;1;  602;  ;2;0;0;0;0;0;0
     307  49;     307  49 01; 753; 852;59;1;  602;  ;0;0;0;0;0;0;0
     307  53;     307  53 03;1307;1439;92;1;  601;  ;0;0;0;0;0;0;0
     307  57;     307  57 03;1336;1428;52;1;  602;  ;0;2;2;2;0;0;0
     307  61;     307  61 02;1145;1242;57;1;  601;  ;0;0;0;0;0;0;0
     307  80;     307  80 02;1218;1316;58;1;  602;  ;0;0;0;0;0;0;0
     307  84;     307  84 02;1124;1126;96;3;  601;  ;0;0;0;0;0;0;0
     307  84;     307  84 03; 901;1008;67;1;  601;  ;0;0;0;0;0;0;0
     307  88;     307  88 02;1014;1059;45;1;  602;  ;0;0;0;0;0;0;0
     307  92;     307  92 02; 909; 952;43;1;  602;  ;0;0;0;0;0;0;0
     307  92;     307  92 03; 952;1020;28;1;  602;  ;0;0;0;0;0;0;0
     307  96;     307  96 01; 921;1011;96;2;  602;  ;0;0;0;0;0;0;0
     307 100;     307 100 02;1100;1211;71;1;  602;  ;0;0;0;0;0;0;0
     308   2;     308   2 02;1343;1429;46;1;  801;  ;0;0;0;0;0;0;0
     308   8;     308   8 01;1203;1256;53;1;  801;  ;0;0;0;0;0;0;0
     308  18;     308  18 02; 637; 704;27;1;  801;  ;0;0;0;0;0;0;0
     308  23;     308  23 02;1457;1604;67;1;  802;  ;0;0;0;0;0;0;0
     308  29;     308  29 02;1651;1745;54;1;  802;  ;0;0;0;0;0;0;0
     308  29;     308  29 07; 927; 952;25;1;  802;  ;0;0;0;0;0;0;0
     308  39;     308  39 02;1123;1214;51;1;  802;  ;0;0;0;0;0;0;0
     308  39;     308  39 04; 618; 645;27;1;  802;  ;0;0;0;0;0;0;0
     308  39;     308  39 05;1103;1122;96;2;  802;  ;0;0;0;0;0;0;0
     308  45;     308  45 03;1631;1741;70;1;  802;  ;1;0;0;0;1;0;0
     308  50;     308  50 03;1327;1355;28;1;  803;  ;0;0;0;0;0;0;0
     308  50;     308  50 06; 940;1009;29;1;  803;  ;0;0;0;0;0;0;0
     308  55;     308  55 01; 904; 930;96;2;  803;  ;0;0;0;0;0;0;0
     308  60;     308  60 01;1024;1143;79;1;  803;  ;0;0;0;0;0;0;0
     308  66;     308  66 01; 949;1047;58;1;  803;  ;0;0;0;0;0;0;0
     308  66;     308  66 03;1249;1315;26;1;  803;  ;0;0;0;0;0;0;0
     308  71;     308  71 02; 823; 911;48;1;  801;  ;0;0;0;0;0;0;0
     308  71;     308  71 05; 731; 809;38;1;  801;  ;0;0;0;0;0;0;0
     308  76;     308  76 03;1056;1142;46;1;  801;  ;0;0;0;0;0;0;0
     308  76;     308  76 04; 956;1039;43;1;  801;  ;0;0;0;0;0;0;0
     308  87;     308  87 02;1706;1732;96;2;  803;  ;0;0;0;0;0;0;0
     308  97;     308  97 02;1402;1459;57;1;  801;  ;0;0;0;0;0;0;0
     308 103;     308 103 02; 857; 956;59;1;  801;  ;0;0;0;0;0;0;0
     308 103;     308 103 03;1002;1022;20;1;  801;  ;0;0;0;0;0;0;0
     308 108;     308 108 02;1335;1415;40;1;  802;  ;1;0;0;0;1;0;0
     308 113;     308 113 02; 624; 721;57;1;  803;  ;0;0;0;0;0;0;0
     308 118;     308 118 02;1352;1434;42;1;  803;  ;0;0;0;0;0;0;0
     308 118;     308 118 08;1436;1453;17;1;  803;  ;0;0;0;0;0;0;0
     308 129;     308 129 02;1149;1220;96;4;  803;  ;0;0;0;0;0;0;0
     308 134;     308 134 02;1424;1446;96;2;  803;  ;0;0;0;0;0;0;0
     309   1;     309   1 03; 927;1039;72;1;  801;  ;0;0;0;0;0;0;0
     309   1;     309   1 09;1049;1208;79;1;  801;  ;0;0;0;0;0;0;0
     309   4;     309   4 01; 853; 938;45;1;  801;  ;0;0;0;0;0;0;0
     309   4;     309   4 02; 951;1114;83;1;  801;  ;2;0;0;0;0;0;0
     309  10;     309  10 03; 750; 752;96;3;  801;  ;0;0;0;0;0;0;0
     309  12;     309  12 03;1400;1529;89;1;  801;  ;0;0;0;0;0;0;0
     309  15;     309  15 02;1125;1333;95;1;  801;  ;0;0;0;0;0;0;0
     309  18;     309  18 02;1222;1301;96;2;  803;  ;0;0;0;0;0;0;0
     309  18;     309  18 03;1227;1308;96;5;  803;  ;0;0;0;0;0;0;0
     309  24;     309  24 02; 759;1030;95;1;  803;  ;0;0;0;0;0;0;0
     309  26;     309  26 01;1401;1552;96;2;  803;  ;0;0;0;0;0;0;0
     309  32;     309  32 01;1341;1454;73;1;  803;  ;0;0;0;0;0;0;0
     309  40;     309  40 02; 950;1132;96;2;  803;  ;0;0;0;0;0;0;0
     309  40;     309  40 07;1022;1053;31;1;  801;  ;0;0;0;0;0;0;0
     309  43;     309  43 02; 915;1101;95;1;  803;  ;0;0;0;0;0;0;0
     309  43;     309  43 04;1106;1136;30;1;  803;  ;0;0;0;0;0;0;0
     309  46;     309  46 02; 923; 928;96;2;  802;  ;0;0;0;0;0;0;0
     309  48;     309  48 01;1410;1508;58;1;  802;  ;0;0;0;0;0;0;0
     309  48;     309  48 04;1234;1312;96;3;  802;  ;0;0;0;0;0;0;1
     309  48;     309  48 05; 934; 951;96;2;  802;  ;0;0;0;2;0;0;0
     309  51;     309  51 02; 915;1025;70;1;  802;  ;0;0;0;0;0;0;0
     309  51;     309  51 03;1300;1414;74;1;  802;  ;2;0;0;0;1;0;0
     309  54;     309  54 08;1042;1144;62;1;  802;  ;0;0;0;0;0;0;0
     309  57;     309  57 01;1504;1603;59;1;  802;  ;0;0;0;0;0;0;0
     309  57;     309  57 03; 902;1013;96;2;  802;  ;0;0;0;0;0;0;0
     309  62;     309  62 02;1102;1237;95;1;  802;  ;1;0;0;0;1;0;0
     309  65;     309  65 02;1244;1339;55;1;  801;  ;0;0;0;0;0;0;0
     309  71;     309  71 02;1244;1319;35;1;  801;  ;0;0;0;0;0;0;0
     310   1;     310   1 01;1718;1744;26;1;  801;  ;0;0;0;0;0;0;0
     310   1;     310   1 03;1616;1648;32;1;  801;  ;0;0;0;0;0;0;0
     310   1;     310   1 04;1651;1711;20;1;  801;  ;0;0;0;0;0;0;0
     310  10;     310  10 02; 738; 821;43;1;  801;  ;0;0;0;0;1;0;0
     310  14;     310  14 02; 926;1014;48;1;  801;  ;0;0;0;0;0;0;0
     310  19;     310  19 02; 858; 922;24;1;  801;  ;0;0;0;0;0;0;0
     310  23;     310  23 02;1322;1414;96;2;  802;  ;2;0;0;0;1;0;0
     310  27;     310  27 01;1212;1248;36;1;  802;  ;0;0;0;0;0;0;0
     310  32;     310  32 02;1001;1035;96;2;  802;  ;2;0;0;0;0;0;0
     310  32;     310  32 03; 927; 949;22;1;  802;  ;0;0;0;0;0;0;0
     310  36;     310  36 02; 949;1132;95;1;  802;  ;2;0;0;0;1;0;0
     310  36;     310  36 07;1134;1149;15;1;  802;  ;0;0;0;0;0;0;0
     310  41;     310  41 02; 922;1027;65;1;  802;  ;2;0;0;0;1;0;0
     310  45;     310  45 02; 755; 836;96;2;  802;  ;0;0;0;0;0;0;0
     310  49;     310  49 01;1228;1258;30;1;  802;  ;0;0;0;0;0;0;0
     310  54;     310  54 02; 923;1012;49;1;  801;  ;0;0;0;0;0;0;0
     310  58;     310  58 02;1025;1131;66;1;  801;  ;0;0;0;0;0;0;0
     310  62;     310  62 02;1039;1124;96;2;  802;  ;0;0;0;0;0;0;0
     310  67;     310  67 02;1000;1012;96;2;  801;  ;0;0;0;0;0;0;0
     310  67;     310  67 03;1022;1058;36;1;  801;  ;0;0;0;0;0;0;0
     310  67;     310  67 04;1101;1125;24;1;  801;  ;0;0;0;0;0;0;0
     310  71;     310  71 01;1338;1411;33;1;  803;  ;0;0;0;0;0;0;0
     310  80;     310  80 02;1310;1345;96;2;  803;  ;0;0;0;0;0;0;0
     310  84;     310  84 03; 921; 959;38;1;  803;  ;0;0;0;0;0;0;0
     310  84;     310  84 09;1120;1218;58;1;  803;  ;0;0;0;0;0;0;0
     310  88;     310  88 02; 752; 841;96;3;  803;  ;0;0;0;0;0;0;0
     310  88;     310  88 08;1556;1616;20;1;  803;  ;0;0;0;0;0;0;0
     310  93;     310  93 01;1042;1125;43;1;  803;  ;1;1;1;1;1;1;1
     310  97;     310  97 01; 907;1012;96;2;  803;  ;0;0;0;0;0;0;0
     310 101;     310 101 02;1138;1152;96;2;  803;  ;0;0;0;0;0;0;0
     310 106;     310 106 01;1404;1442;38;1;  803;  ;0;0;0;0;0;0;0
     311   8;     311   8 04;1134;1208;34;1;  803;  ;0;0;0;0;1;0;0
     311  13;     311  13 02;1216;1306;50;1;  803;  ;0;0;0;0;1;0;0
     311  17;     311  17 04;1634;1734;60;1;  803;  ;0;0;0;0;1;0;0
     311  17;     311  17 07;1739;1757;96;2;  803;  ;0;0;0;0;0;0;0
     311  17;     311  17 08;1548;1617;29;1;  803;  ;0;0;0;0;0;0;0
     311  29;     311  29 02; 752; 815;23;1;  801;  ;0;0;0;0;0;0;0
     311  29;     311  29 05; 946; 946;96;2;  801;  ;0;0;0;0;0;0;0
     311  41;     311  41 02;1235;1342;67;1;  801;  ;0;0;0;0;0;0;0
     311  41;     311  41 03;1349;1456;67;1;  801;  ;0;0;0;0;0;0;0
     311  45;     311  45 02;1224;1303;39;1;  801;  ;0;0;0;0;0;0;0
     311  49;     311  49 02;1314;1345;31;1;  802;  ;0;0;0;0;0;0;0
     311  49;     311  49 05;1357;1416;19;1;  802;  ;0;0;0;0;0;0;0
     311  53;     311  53 01;1648;1703;15;1;  801;  ;0;0;0;0;0;0;0
     311  53;     311  53 04; 906; 921;15;1;  801;  ;0;0;0;0;0;0;0
     311  53;     311  53 05; 947; 907;96;2;  801;  ;0;0;0;0;0;0;0
     311  70;     311  70 02;1152;1235;43;1;  802;  ;0;0;0;0;0;0;0
     311  70;     311  70 03;1239;1303;24;1;  802;  ;0;0;0;0;0;0;0
     311  70;     311  70 04;1328;1400;32;1;  802;  ;0;0;0;0;0;0;0
     311  74;     311  74 02;1536;1614;38;1;  802;  ;0;0;0;0;0;0;0
     311  74;     311  74 03;1701;1711;10;1;  802;  ;0;0;0;0;0;0;0
     311  74;     311  74 04; 604; 654;50;1;  802;  ;0;0;0;0;0;0;0
     311  78;     311  78 02;1423;1501;38;1;  801;  ;2;0;0;0;0;0;0
     311  82;     311  82 02;1527;1634;67;1;  801;  ;0;0;0;0;0;0;0
     311  86;     311  86 02;1534;1535;96;3;  802;  ;0;0;0;0;0;0;0
     311  90;     311  90 02;1149;1237;48;1;  802;  ;0;0;0;0;0;0;0
     311  98;     311  98 02;1030;1100;30;1;  802;  ;0;0;0;0;0;0;0
     311  98;     311  98 06; 748; 827;39;1;  802;  ;0;0;0;0;0;0;0
     312   3;     312   3 02;1040;1046;96;3;  801;  ;0;0;0;0;0;0;0
     312   7;     312   7 02;1438;1536;96;2;  801;  ;0;0;0;0;0;0;0
     312  11;     312  11 02;1039;1145;66;1;  802;  ;0;0;0;0;0;0;0
     312  11;     312  11 03;1622;1642;20;1;  802;  ;0;0;0;0;0;0;0
     312  15;     312  15 01;1842;1950;68;1;  802;  ;2;0;2;2;0;0;0
     312  22;     312  22 01;1730;1800;30;1;  801;  ;0;0;0;0;0;0;0
     312  22;     312  22 02;1114;1151;37;1;  801;  ;0;0;0;0;0;0;0
     312  22;     312  22 05;1237;1258;21;1;  801;  ;0;0;0;0;0;0;0
     312  22;     312  22 11;1205;1228;96;2;  801;  ;0;0;0;0;0;0;0
     312  26;     312  26 03;1835;1838;96;2;  802;  ;0;0;0;0;0;0;0
     312  30;     312  30 02;1244;1333;49;1;  802;  ;1;0;0;0;1;0;0
     312  38;     312  38 02; 838; 922;44;1;  801;  ;0;0;0;0;0;0;0
     312  38;     312  38 07; 839; 903;24;1;  803;  ;0;0;0;0;0;0;0
     312  42;     312  42 02; 920;1024;64;1;  803;  ;0;0;0;0;0;0;0
     312  42;     312  42 09; 939;1008;29;1;  801;  ;0;0;0;0;0;0;0
     312  49;     312  49 02; 859; 950;51;1;  802;  ;0;0;0;0;0;0;0
     312  57;     312  57 02;1743;1824;96;2;  803;  ;2;0;0;0;0;0;0
     312  60;     312  60 02;1128;1206;38;1;  803;  ;0;0;0;0;0;0;0
     312  64;     312  64 02; 916;1005;49;1;  803;  ;0;0;0;0;0;0;0
     312  68;     312  68 02; 648; 746;58;1;  803;  ;0;0;0;0;0;0;0
     312  72;     312  72 02;1057;1140;43;1;  803;  ;0;0;0;0;0;0;0
     312  75;     312  75 02;1252;1310;96;2;  803;  ;0;0;0;0;0;0;0
     312  79;     312  79 01;1359;1437;38;1;  801;  ;0;0;0;0;0;0;0
     312  79;     312  79 02;1935;2001;26;1;  802;  ;0;0;0;0;0;0;0
     312  79;     312  79 03;1203;1246;43;1;  803;  ;0;0;0;0;0;0;0
     312  83;     312  83 02;1642;1717;35;1;  801;  ;0;0;0;0;0;0;0
     312  90;     312  90 02; 936;1034;96;2;  801;  ;0;0;0;0;0;0;0
     312  98;     312  98 01;1547;1610;23;1;  803;  ;0;0;0;0;0;0;0
     313   8;     313   8 02;1051;1137;46;1;  802;  ;0;0;0;0;0;0;0
     313   8;     313   8 03;1140;1154;14;1;  802;  ;0;0;0;0;0;0;0
     313  18;     313  18 02;1616;1641;25;1;  802;  ;0;0;0;0;0;0;0
     313  23;     313  23 01;1709;1742;33;1;  801;  ;0;0;0;0;0;0;0
     313  23;     313  23 04;1058;1107;96;2;  801;  ;0;0;0;0;0;0;0
     313  23;     313  23 08; 904; 915;96;2;  801;  ;0;0;0;0;0;0;0
     313  23;     313  23 10;1016;1829;96;2;  801;  ;0;0;0;0;0;0;0
     313  23;     313  23 11;1008;1022;14;1;  801;  ;0;0;0;0;0;0;0
     313  23;     313  23 12; 951;1007;16;1;  801;  ;0;0;0;0;0;0;0
     313  23;     313  23 16;1831;1855;24;1;  801;  ;0;0;0;0;0;0;0
     313  27;     313  27 02;1622;1622;96;4;  801;  ;0;0;0;0;0;0;0
     313  32;     313  32 01;1515;1532;17;1;  801;  ;0;0;0;0;0;0;0
     313  37;     313  37 02;1521;1653;96;2;  802;  ;0;0;0;0;0;0;0
     313  42;     313  42 03;1655;1734;96;2;  803;  ;0;0;0;0;0;0;0
     313  42;     313  42 07;1739;1800;96;2;  803;  ;0;0;0;0;0;0;0
     313  47;     313  47 02;1832;1901;29;1;  802;  ;0;0;0;0;0;0;0
     313  47;     313  47 04;1306;1351;45;1;  802;  ;0;0;0;0;0;0;0
     313  51;     313  51 01;1758;1731;96;2;  802;  ;0;0;0;0;0;0;0
     313  56;     313  56 01;1856;1942;96;2;  803;  ;0;0;0;0;0;0;0
     313  56;     313  56 02;1854;1905;11;1;  801;  ;0;0;0;0;0;0;0
     313  66;     313  66 02;1455;1544;49;1;  803;  ;0;0;0;0;0;0;0
     313  71;     313  71 02;1400;1450;50;1;  803;  ;0;0;0;0;0;0;0
     313  80;     313  80 02;1244;1306;22;1;  803;  ;0;0;0;0;0;0;0
     313  85;     313  85 02;1358;1441;43;1;  802;  ;0;0;0;0;0;0;0
     313  90;     313  90 02;1355;1414;19;1;  801;  ;0;0;0;0;0;0;0
     313  90;     313  90 06;1120;1124; 4;1;  801;  ;0;0;0;0;0;0;0
     313  95;     313  95 02; 920;1010;96;2;  803;  ;0;0;0;0;0;0;0
     313 100;     313 100 02;1858;1920;22;1;  802;  ;0;0;0;0;0;0;0
     313 100;     313 100 03;1153;1208;15;1;  801;  ;0;0;0;0;0;0;0
     313 104;     313 104 02;1300;1342;42;1;  802;  ;0;0;0;0;0;0;0
     313 119;     313 119 02;1246;1312;26;1;  801;  ;0;0;0;0;0;0;0
     313 124;     313 124 02;1201;1233;32;1;  802;  ;0;0;0;0;0;0;0
     314   2;     314   2 02; 818; 910;52;1;  802;  ;0;0;0;0;0;0;0
     314   9;     314   9 02;1034;1253;95;1;  802;  ;0;0;0;0;0;0;0
     314  13;     314  13 01;1402;1436;34;1;  802;  ;0;0;0;0;0;0;0
     314  13;     314  13 03;1516;1542;96;2;  802;  ;0;0;0;0;0;0;0
     314  13;     314  13 06;1543;1620;37;1;  802;  ;0;0;0;0;0;0;0
     314  16;     314  16 02; 755; 859;64;1;  802;  ;0;0;0;0;0;0;0
     314  20;     314  20 02;1127;1348;95;1;  802;  ;0;0;0;0;0;0;0
     314  27;     314  27 02; 813; 843;30;1;  803;  ;0;0;0;0;0;0;0
     314  27;     314  27 04; 738; 805;96;2;  803;  ;0;0;0;0;0;0;0
     314  30;     314  30 01;1347;1416;29;1;  801;  ;0;0;0;0;0;0;0
     314  34;     314  34 02; 937; 957;96;2;  801;  ;0;0;0;0;0;0;0
     314  37;     314  37 02;1448;1526;96;2;  803;  ;1;0;0;1;1;0;0
     314  41;     314  41 02;1002;1053;51;1;  802;  ;0;0;0;0;0;0;0
     314  44;     314  44 02;1259;1401;96;2;  802;  ;0;0;0;0;0;0;0
     314  48;     314  48 01; 639; 708;96;2;  803;  ;0;0;0;0;0;0;0
     314  51;     314  51 03;1501;1535;34;1;  801;  ;0;0;0;0;0;0;0
     314  55;     314  55 01; 625; 656;31;1;  801;  ;0;0;0;0;0;0;0
     314  58;     314  58 01;1318;1406;48;1;  801;  ;0;0;0;0;0;0;0
     314  62;     314  62 02;1004;1039;35;1;  801;  ;0;0;0;0;0;0;0
     314  65;     314  65 05;1147;1206;96;2;  801;  ;0;0;0;0;0;0;0
     314  65;     314  65 06;1224;1229;96;2;  801;  ;0;0;0;0;0;0;0
     314  69;     314  69 03; 900; 917;17;1;  801;  ;0;0;0;0;0;0;0
     314  76;     314  76 02;1059;1134;35;1;  803;  ;1;0;0;2;1;0;1
     314  79;     314  79 02; 739; 808;29;1;  803;  ;1;2;2;0;1;1;0
     314  83;     314  83 01; 903; 939;36;1;  803;  ;0;0;0;0;0;0;0
     314  86;     314  86 02; 917; 959;42;1;  803;  ;1;2;2;1;1;0;1
     314  90;     314  90 02; 752; 829;37;1;  801;  ;0;0;0;0;0;0;0
     315   2;     315   2 06;1602;1632;30;1;  803;  ;0;0;0;0;0;0;0
     315   9;     315   9 02;1426;1511;45;1;  803;  ;2;2;2;2;0;0;0
     315  12;     315  12 02;1326;1346;96;2;  803;  ;0;0;0;0;0;0;0
     315  15;     315  15 03;1447;1524;37;1;  803;  ;0;0;0;0;0;0;0
     315  19;     315  19 02;1549;1636;47;1;  803;  ;0;0;0;0;0;0;0
     315  22;     315  22 02;1047;1139;52;1;  803;  ;0;0;0;0;0;0;0
     315  25;     315  25 01;1144;1334;95;1;  803;  ;0;0;0;0;0;0;0
     315  32;     315  32 01;1454;1530;36;1;  801;  ;0;0;0;0;0;0;0
     315  35;     315  35 02;1243;1348;65;1;  801;  ;0;0;0;0;0;0;0
     315  38;     315  38 01;1106;1117;11;1;  801;  ;0;0;0;0;0;0;0
     315  42;     315  42 02;1652;1657;96;2;  801;  ;0;0;0;0;0;0;0
     315  45;     315  45 02;1532;1548;16;1;  801;  ;0;0;0;0;0;0;0
     315  48;     315  48 03;1334;1426;52;1;  802;  ;0;0;0;0;0;0;0
     315  48;     315  48 04;1707;1753;46;1;  802;  ;0;0;0;0;0;0;0
     315  48;     315  48 05;1715;1746;31;1;  802;  ;0;0;0;0;0;0;0
     315  51;     315  51 02;1604;1648;44;1;  802;  ;0;0;0;0;0;0;0
     315  51;     315  51 04;1649;1706;17;1;  802;  ;0;0;0;0;0;0;0
     315  51;     315  51 05;1016;1037;21;1;  802;  ;0;0;0;0;0;0;0
     315  65;     315  65 04;1351;1433;42;1;  802;  ;0;0;0;0;0;0;0
     315  68;     315  68 02;1451;1528;37;1;  802;  ;0;0;0;0;0;0;0
     315  71;     315  71 01;1624;1659;96;2;  802;  ;0;0;0;0;0;0;0
     315  74;     315  74 02;1152;1232;40;1;  802;  ;0;0;0;0;0;0;0
     315  78;     315  78 02;1216;1256;40;1;  801;  ;0;0;0;0;0;0;0
     316   2;     316   2 02;1426;1527;61;1;  803;  ;0;0;0;0;0;0;0
     316   6;     316   6 02;1401;1446;45;1;  802;  ;0;0;0;0;0;0;0
     316  13;     316  13 02;1417;1503;46;1;  802;  ;0;0;0;0;0;0;0
     316  21;     316  21 02; 900; 946;46;1;  803;  ;0;0;0;0;0;0;0
     316  21;     316  21 03; 953;1006;13;1;  803;  ;0;0;0;0;0;0;0
     316  32;     316  32 02;1012;1039;27;1;  803;  ;0;0;0;0;0;0;0
     316  39;     316  39 02;1041;1038;96;3;  802;  ;0;0;0;0;0;0;0
     316  39;     316  39 03; 846; 916;30;1;  802;  ;0;0;0;0;0;0;0
     316  43;     316  43 02;1659;1751;96;2;  802;  ;0;0;0;0;0;0;0
     316  47;     316  47 01;1010;1040;96;2;  802;  ;0;0;0;0;0;0;0
     316  47;     316  47 02;1041;1110;29;1;  802;  ;0;0;0;0;0;0;0
     316  47;     316  47 03; 759; 842;43;1;  802;  ;0;0;0;0;0;0;0
     316  50;     316  50 02; 743; 758;96;2;  802;  ;0;0;0;0;0;0;0
     316  54;     316  54 02;1430;1515;45;1;  801;  ;0;0;0;0;0;0;0
     316  54;     316  54 05;1545;1555;10;1;  801;  ;0;0;0;0;0;0;0
     316  58;     316  58 02;1224;1315;51;1;  802;  ;0;0;0;0;0;0;0
     316  61;     316  61 02; 857; 910;13;1;  801;  ;0;0;0;0;0;0;0
     316  65;     316  65 02; 746; 839;53;1;  801;  ;0;0;0;0;0;0;0
     316  73;     316  73 02;1358;1426;28;1;  803;  ;0;0;0;0;0;0;0
     316  73;     316  73 07;1435;1447;12;1;  803;  ;0;0;0;0;0;0;0
     316  73;     316  73 11;1205;1334;96;2;  803;  ;0;0;0;0;0;0;0
     316  76;     316  76 02; 901;1011;70;1;  803;  ;0;0;0;0;1;0;0
     316  80;     316  80 01;1101;1209;68;1;  801;  ;0;0;0;0;0;0;0
     316  80;     316  80 03;1255;1329;34;1;  801;  ;0;0;0;0;0;0;0
     316  80;     316  80 04;1211;1237;26;1;  801;  ;0;0;0;0;0;0;0
     316  84;     316  84 02;1115;1143;28;1;  801;  ;0;0;0;0;0;0;0
     316  84;     316  84 06;1100;1109; 9;1;  801;  ;0;0;0;0;0;0;0
     316  84;     316  84 10;1022;1046;24;1;  801;  ;0;0;0;0;0;0;0
     316  87;     316  87 02; 921;1018;57;1;  801;  ;0;0;0;0;0;0;0
     316  91;     316  91 02; 855; 936;41;1;  801;  ;0;0;0;0;0;0;0
     316  95;     316  95 07;1251;1354;63;1;  801;  ;0;0;0;0;0;0;0
     317  10;     317  10 02;1550;1640;50;1;  803;  ;0;0;0;0;0;0;0
     317  19;     317  19 02;1544;1607;96;3;  803;  ;0;0;0;0;0;0;0
     317  28;     317  28 02;1401;1444;43;1;  803;  ;0;0;0;0;1;0;0
     317  28;     317  28 08;1741;1745;96;2;  803;  ;0;0;0;0;0;0;0
     317  37;     317  37 03;1017;1103;46;1;  803;  ;0;0;0;0;0;0;0
     317  42;     317  42 02;1733;1749;16;1;  801;  ;0;0;0;0;0;0;0
     317  51;     317  51 02; 814; 911;57;1;  801;  ;0;0;0;0;0;0;0
     317  55;     317  55 02; 952;1047;55;1;  801;  ;0;0;0;0;0;0;0
     317  60;     317  60 14;1552;1622;30;1;  801;  ;0;0;0;0;0;0;0
     317  64;     317  64 03; 953;1041;48;1;  802;  ;0;0;0;0;0;0;0
     317  73;     317  73 02;1304;1341;37;1;  801;  ;0;0;0;0;0;0;0
     317  78;     317  78 05;1409;1517;68;1;  802;  ;0;0;0;0;0;0;0
     317  78;     317  78 08;1236;1253;17;1;  802;  ;0;0;0;0;0;0;0
     317  82;     317  82 02;1113;1207;54;1;  802;  ;0;0;0;0;0;0;0
     317  82;     317  82 03;1007;1050;43;1;  801;  ;0;0;0;0;0;0;0
     317  91;     317  91 03;1820;1907;47;1;  802;  ;0;0;0;0;0;0;0
     317  91;     317  91 06;1908;1919;11;1;  802;  ;0;0;0;0;0;0;0
     317  96;     317  96 02;1704;1743;39;1;  802;  ;0;0;0;0;0;0;0
     317 100;     317 100 02; 913; 934;96;3;  802;  ;0;0;0;0;0;0;0
     317 100;     317 100 03; 835; 842; 7;1;  802;  ;0;0;0;0;0;0;0
     318   1;     318   1 02;1326;1417;51;1;  803;  ;1;0;0;0;1;0;0
     318  32;     318  32 01;1522;1610;48;1;  803;  ;0;0;0;0;1;0;0
     318  50;     318  50 02;1013;1053;40;1;  802;  ;0;0;0;0;0;0;0
     318  86;     318  86 02;1122;1215;53;1;  802;  ;0;0;0;0;0;0;0
     318 140;     318 140 02;1645;1702;17;1;  803;  ;0;0;0;0;0;0;0
     318 146;     318 146 02;1746;1841;55;1;  801;  ;0;0;0;0;0;0;0
     318 152;     318 152 01;1235;1347;72;1;  802;  ;0;0;0;0;0;0;0
     318 152;     318 152 03;1239;1301;22;1;  801;  ;0;0;0;0;0;0;0
     319   3;     319   3 02;1730;1808;38;1;  802;  ;0;0;0;0;0;0;0
     319   3;     319   3 06; 903;1023;80;1;  802;  ;0;0;0;0;0;0;0
     319   7;     319   7 01; 825; 851;26;1;  802;  ;0;0;0;0;0;0;0
     319  21;     319  21 02;1018;1054;36;1;  803;  ;0;0;0;0;0;0;1
     319  27;     319  27 02;1425;1451;26;1;  801;  ;0;0;0;0;0;0;0
     319  31;     319  31 02;1149;1250;96;2;  800;  ;0;0;0;0;0;0;0
     319  48;     319  48 02;1019;1055;36;1;  801;  ;0;0;0;0;0;0;0
     319  48;     319  48 05;1104;1111; 7;1;  801;  ;0;0;0;0;0;0;0
     319  55;     319  55 02;1455;1559;64;1;  802;  ;0;0;0;0;0;0;0
     319  58;     319  58 02;1923;2031;68;1;  802;  ;0;0;0;0;0;0;0
     319  68;     319  68 02;1112;1201;49;1;  801;  ;0;0;0;0;0;0;0
     319  79;     319  79 02;1831;1930;59;1;  802;  ;0;0;0;0;0;0;0
     319  79;     319  79 03; 842; 847;96;3;  802;  ;0;0;0;0;0;0;0
     319  79;     319  79 11;1931;2107;95;1;  802;  ;0;0;0;0;0;0;0
     320   5;     320   5 01;1126;1214;48;1;  803;  ;0;0;0;0;0;0;0
     320  23;     320  23 02; 936;1031;96;2;  803;  ;0;0;0;0;0;0;0
     320  29;     320  29 01;1117;1159;42;1;  803;  ;0;0;0;0;0;0;0
     320  35;     320  35 01;1321;1337;96;2;  803;  ;0;0;0;0;0;0;0
     320  41;     320  41 02;1238;1308;30;1;  803;  ;0;0;0;0;0;0;0
     320  52;     320  52 01;1051;1151;60;1;  801;  ;0;0;0;0;0;0;0
     320  58;     320  58 02;1854;1934;40;1;  801;  ;0;0;0;0;0;0;0
     320  64;     320  64 02;1407;1424;17;1;  802;  ;0;0;0;0;0;0;0
     320  70;     320  70 02;1108;1147;39;1;  802;  ;0;0;0;0;0;0;0
     320  76;     320  76 02; 848; 926;38;1;  802;  ;0;0;0;0;0;0;0
     320  76;     320  76 03;1010;1010;96;3;  802;  ;0;0;0;0;0;0;0
     320  76;     320  76 04;1011;1023;12;1;  802;  ;0;0;0;0;0;0;0
     320  82;     320  82 02;1232;1314;42;1;  802;  ;0;0;0;0;0;0;0
     320  88;     320  88 02;1637;1802;85;1;  802;  ;0;0;0;0;0;0;0
     320 100;     320 100 02;1411;1456;96;3;  802;  ;0;0;0;0;0;0;0
     320 105;     320 105 01;1225;1332;67;1;  802;  ;0;0;0;0;0;0;0
     320 111;     320 111 02;1225;1251;96;2;  801;  ;0;0;0;0;0;0;0
     320 117;     320 117 02;1814;1843;29;1;  802;  ;0;0;0;0;0;0;0
     320 117;     320 117 03;1844;1858;14;1;  802;  ;0;0;0;0;0;0;0
     320 135;     320 135 01;1037;1111;96;2;  801;  ;0;0;0;0;0;0;0
