MCASEID;MV301;MV302;MREC31_GROUP_01;MREC31_GROUP_02;MREC31_GROUP_03;MREC31_GROUP_04;MREC31_GROUP_05;MREC31_GROUP_06;MREC31_GROUP_07;MREC31_GROUP_08;MREC31_GROUP_09;MREC31_GROUP_10;MREC31_GROUP_11;MREC31_GROUP_12;MREC31_GROUP_13;MREC31_GROUP_14;MREC31_GROUP_15;MREC31_GROUP_16;MREC31_GROUP_17;MREC31_GROUP_18;MREC31_GROUP_19;MREC31_GROUP_20
     116  69  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     116  69  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     116  78  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     116  78  5;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     116  78  6;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     116 103  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     116 103  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     116 103  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     117   1  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     117   1  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     117  33  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     117  44  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     117  55  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     117  55  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     117  66  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     117  66  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     117  66  4;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     117  76  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     117  87  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     117  87  3;3; ;11 0;10  ;10  ;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     117 108  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     118  21  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118  31  2;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118  41  1;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118  51  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118  72  5;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     118  72  6;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118  72  7;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118  72 10;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     118  82  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     118  92  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     118 123  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118 123  3;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     118 123  5;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     118 133  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     118 133  9;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119   7  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  15  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     119  30  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  30  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  37  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  45  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  60  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  60  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  60  9;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  67  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  75  2;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     119  90  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  90  8;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     119  98  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     119  98  7;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     120  30  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     120  55  1;3; ;11 0;11 0;11 1;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     120  80  1;3; ;11 0;10  ;11 1;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     120  80  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     120  93  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 1;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     120 105  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     121  16  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     121  22  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     121  29  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     121  36  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     121  36  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     121  36  4;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     121  49  1;3; ;10  ;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     121  56  1;3; ;10  ;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     121  63  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     121  69  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     121  76  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     122  27  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     122  27 10;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     122  35  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     122  42  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     122  49  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     122  78  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     122  85  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     122  85  7;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     123   1  1;3; ;11 0;11 0;11 0;18  ;11 0;11 1;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     123  15  6;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     123  28  5;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     123  41  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     123  41  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     123  41  4;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     123  54  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     124  42  4;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     124  42  5;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;11 0;10  ;10  ;38  ;38  
     124  56  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     124 138  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     124 166  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     124 166  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     125  21  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     125  38  1;3; ;11 1;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     125  60  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     126   5  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     126   5  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     126  11  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     126  16  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     126  43  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     126  49  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     126  65  6;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     127   3  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     127  10  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     127  17  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     127  23  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     127  23  4;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     127  23  5;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     127  23  7;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     127  23  8;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     127  30  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     127  37  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     127  44  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     127  57  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     127  72  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     127  79  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     128  17  1;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     128  45  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     128  45  4;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     128  64  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     128  83  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129   8  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129   8  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129   8  9;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129  59  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129  67  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129  67  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129  67  5;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129  76  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     129  85  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     129 110  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     130   7  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     130  12  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     130  22  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     130  33  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     130  38  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     130  54  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     130  59  1;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     130  64  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     131   3  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     131   3  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     131   3  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131   3  5;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131  23  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131  23  5;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     131  42  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131  62  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     131  81  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131 101  5;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131 120  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131 140  1;3; ;11 0;10  ;11 1;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131 159  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131 159  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     131 179  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     131 198  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
