MCASEID;MMTH1;MMTH2;MMTH3;MMTH4;MMTH5;MMTH6;MMTH7;MMTH8;MMTH9;MMTH10;MMTH11;MMTH12;MMTH13;MMTH14;MMTH15;MMTH16;MMTH17;MMTH18A;MMTH18B;MMTH18C;MMTH18D;MMTH18E;MMTH18F;MMTH18G;MMTH18H;MMTH18I;MMTH18J;MMTH18K;MMTH18L;MMTH18M;MMTH18N;MMTH18O;MMTH18P;MMTH18X;MMTH19;MMTH20;MMTH21;MMTH22;MMTH23;MMTH24
     138  97  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     138 108  7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     138 119  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     138 130  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     138 130  3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     139  16  2;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 5
     139  33  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     139  56  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     139  62  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     139  68  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     139  74  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140   1  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140   9  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140   9  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  17  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  17  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  33  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  33  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  41  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  49  2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  73  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     140  81  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     141  24  1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 0
     141  24  5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 1
     141  29  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     141  33  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     142  26  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     142  67  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     142 121  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     142 121  5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     142 135  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     142 162  1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     142 176  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     143  10  1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     143  21  4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     143  21  5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     143  33  1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 3
     143  44  4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 3
     143  44  9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     143  67  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     143  78  1;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 3
     143 101  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     143 112  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     143 112  4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     143 134  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     144  45  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     144  53  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     144  61  2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     144  61  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     144  69  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     144  86  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     144 102  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     145  20  2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 1
     145  42  1;0;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 3
     145  53  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     145 107  1;0;2;2;0;0;2;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 3;1; 7
     145 118  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     145 129  1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     145 129  7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 0
     145 140  1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 1
     146  31  1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 3
     146  37  1;1;0;0;0;0;1;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 4;2; 4
     146  44  1;1;1;1;0;0;1;1;0;1;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 5;2; 5
     146  50  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     146  57  2;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 2
     146  77  1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 1
     146  83  1;0;0;2;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 3;2; 6
     147   1  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  11  1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 3
     147  29  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  38  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  56  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  65  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  75  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  75  2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  75  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     147  93  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     148   1  1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     148   1  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     148   1  7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 0
     148  12  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     148  23  4;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 1
     148  34  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     148  34  3;0;0;2;0;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 5
     148  56  5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     148  78  1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 2
     148  78  3;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 2
     148  89  1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     148 111  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     148 122  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     148 133  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     149  26  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     149  59  2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     149  59  4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     149  68  1;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 3
     149 102  1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     150   3  2;0;1;1;0;0;0;1;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0; ; ; ; ; ; ; ;0;0;0;0; 4;2; 3
     150  18  1;2;2;2;0;0;2;0;1;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 8;2; 8
     150  25  2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;1; 0
     150  33  1;0;1;0;0;0;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 4;2; 3
     150  84  1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 3
     150  91  1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     151  20  1;1;1;1;0;0;1;1;1;2;0;3;3;3;0;0;1;1;0;0;0;0;0;0;0;1;0; ; ; ; ; ; ; ;0;0;0;0;13;1; 5
     151  20  2;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 4
     151  28  2;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 6
     151  44  1;1;1;1;1;0;0;1;0;1;0;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 8;1; 5
     151  77  1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     151  93  2;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 4;2; 1
     152   9  1;0;0;2;0;0;0;1;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 4;2; 3
     152  20  8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     152  31  1;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 3
     152  42  1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     152  54  1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 0
     152  54  5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 0
     152  76  7;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 1
     152 109  1;1;2;2;2;1;2;3;0;1;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 7;2;13
     152 121  1;1;2;2;0;0;2;1;2;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;0; ; ; ; ; ; ; ;0;0;0;0; 7;2; 8
     152 132  1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 0
     152 143  1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 2
     153   7  1;0;3;2;0;1;0;3;1;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 6;2; 9
     153  24  1;2;0;1;0;2;0;2;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 4;2; 7
     153  32  1;0;2;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 5
     153  57  2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     153  66  2;0;2;2;0;1;0;2;1;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 7;2; 7
     153 100  1;2;0;2;0;0;0;0;0;2;1;2;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0;11;1; 4
     154   1  3;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 2
     154   1  6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 0
     154   9  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     154   9  3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 1
     154  32  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     154  62  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     154  78  1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     154  93  1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     155   7  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     155  17  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     155  49  3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 1
     155  49  5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 1
     155  60  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     155  70  1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 0
     155  70  6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 2
     155  81  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     155  92  3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     155 102  1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 0
     156   5  1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 1
     156  19  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     156  26  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     156  26  2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     156  33  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     156  33  3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 3
     156  69  1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 1;2; 0
     157   5  1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 2;2; 0
     157  17  1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 0;2; 0
     157  29  1;0;0;2;0;0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 6;2; 3
     157  87  1;1;1;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0; 3;2; 4
