MCASEID;MV000;MV001;MV002;MV003;MV004;MV005;MV006;MV007;MV008;MV008A;MV009;MV010;MV011;MV012;MV013;MV014;MV015;MV016;MV021;MV022;MV023;MV024;MV025;MV026;MV027;MV028;MV029;MV030;MV031;MV032;MREC01_GROUP_1;MREC01_GROUP_2;MREC01_GROUP_3;MREC01_GROUP_4;MREC01_GROUP_5;MREC01_GROUP_6;MREC01_GROUP_7;MREC01_GROUP_8;MV035;MV045A;MV045B;MV045C;MV046;MV047;MV048;MV801;MV802;MV803
     276  80  1;MZ8;   276;    80;  1; 276; 1145663;11;2022;1475;44868; 7;2000;1207;22; 2;1;1; 3; 276;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2; 10; 10;0;    7;     ;1128;1152;24
     276  90  1;MZ8;   276;    90;  1; 276; 1145663;11;2022;1475;44868; 6;1999;1194;23; 2;1;1; 3; 276;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ; 2 17;     ;     ;     ;     ;     ;     ;     ;1;  2; 10; 10;0;    7;     ; 852; 923;31
     276 100  2;MZ8;   276;   100;  2; 276; 1145663;11;2022;1475;44866; 4;1974; 892;48; 7;1;1; 1; 276;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ; 0 41; 0 39; 1 41;     ;     ;     ;     ;     ;3;  2; 10; 10;0;    7;     ;1006;1041;35
     276 119  1;MZ8;   276;   119;  1; 276; 1145663;11;2022;1475;44868; 4;1982; 988;40; 6;1;1; 3; 276;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ; 2 45;     ;     ;     ;     ;     ;     ;     ;1;  2; 10; 10;0;    7;     ; 738; 814;36
     276 119  4;MZ8;   276;   119;  4; 276; 1145663;11;2022;1475;44868; 7;2005;1267;17; 1;1;1; 3; 276;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2; 10; 10;0;    7;     ;1509;1532;23
     277  17  1;MZ8;   277;    17;  1; 277; 1148210; 9;2022;1473;44824; 6;1994;1134;28; 3;1;1;20; 277;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ; 2 20;     ;     ;     ;     ;     ;     ;     ;1;  2; 96; 96;0;    7;     ;1253;1308;15
     277  26  2;MZ8;   277;    26;  2; 277; 1148210; 9;2022;1473;44824;10;2006;1282;15; 1;1;1;20; 277;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2; 96; 96;0;    7;     ;1811;1822;11
     277  36  2;MZ8;   277;    36;  2; 277;       0; 9;2022;1473;44825;  ;    ;    ;  ;  ; ;2;21; 277;  10;  10; 5;2; ;2;  704;   ;  700;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    7;     ;    ;    ;  
     277  45  2;MZ8;   277;    45;  2; 277; 1148210; 9;2022;1473;44823; 5;2006;1277;16; 1;1;1;19; 277;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2; 10; 10;0;    7;     ;1315;1322; 7
     277  64  3;MZ8;   277;    64;  3; 277;       0; 9;2022;1473;44824;  ;    ;    ;  ;  ; ;2;20; 277;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    7;     ;    ;    ;  
     277  73  1;MZ8;   277;    73;  1; 277; 1148210; 9;2022;1473;44824; 3;1974; 891;48; 7;1;1;20; 277;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ; 0 44;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    7;     ;1213;1244;31
     277  83  1;MZ8;   277;    83;  1; 277; 1148210; 9;2022;1473;44825; 2;1974; 890;48; 7;1;1;21; 277;  10;  10; 5;2; ;2;  704;   ;  700;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2; 10; 96;0;    7;     ; 739; 757;96
     278  16  1;MZ8;   278;    16;  1; 278;  912922; 9;2022;1473;44834;10;1993;1126;28; 3;1;1;30; 278;  10;  10; 5;2; ;1;  604;   ;  600;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  7;  7;0;    6;     ;1650;1717;27
     278  16  3;MZ8;   278;    16;  3; 278;  912922; 9;2022;1473;44834;12;2001;1224;20; 2;1;1;30; 278;  10;  10; 5;2; ;2;  604;   ;  600;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  7;  7;0;    6;     ;1740;1737;96
     278  25  1;MZ8;   278;    25;  1; 278;  912922; 9;2022;1473;44834; 5;1974; 893;48; 7;1;1;30; 278;  10;  10; 5;2; ;1;  604;   ;  600;     ;   ; 2 42;     ;     ;     ;     ;     ;     ;     ;1;  2;  7;  7;0;    6;     ;1517;1552;35
     278  33  1;MZ8;   278;    33;  1; 278;  912922;10;2022;1474;44835; 3;2003;1239;19; 1;1;1; 1; 278;  10;  10; 5;2; ;3;  604;   ;  600;     ;   ; 2 18;     ;     ;     ;     ;     ;     ;     ;1;  2;  7;  7;0;    6;     ;1346;1405;96
     278  60  3;MZ8;   278;    60;  3; 278;  912922;10;2022;1474;44835; 5;2006;1277;16; 1;1;1; 1; 278;  10;  10; 5;2; ;3;  604;   ;  600;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  7;  7;0;    6;     ;1426;1434;96
     278  78  1;MZ8;   278;    78;  1; 278;  912922;10;2022;1474;44835; 3;1982; 987;40; 6;1;1; 1; 278;  10;  10; 5;2; ;3;  604;   ;  600;     ;   ; 2 39;     ;     ;     ;     ;     ;     ;     ;1;  2;  7;  7;0;    6;     ;1458;1524;96
     278  78  3;MZ8;   278;    78;  3; 278;  912922;10;2022;1474;44835; 5;2004;1253;18; 1;1;1; 1; 278;  10;  10; 5;2; ;2;  604;   ;  600;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  7;  7;0;    6;     ;1552;1605;96
     278  86  1;MZ8;   278;    86;  1; 278;       0;10;2022;1474;44835;  ;    ;    ;  ;  ; ;7; 1; 278;  10;  10; 5;2; ;3;  604;   ;  600;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    6;     ;    ;    ;  
     278  95  7;MZ8;   278;    95;  7; 278;  912922;10;2022;1474;44835; 5;2003;1241;19; 1;1;1; 1; 278;  10;  10; 5;2; ;4;  604;   ;  600;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  7;  7;0;    6;     ;2142;2210;96
     278 104  1;MZ8;   278;   104;  1; 278;       0;10;2022;1474;44835;  ;    ;    ;  ;  ; ;6; 1; 278;  10;  10; 5;2; ;2;  604;   ;  600;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;    6;     ;    ;    ;  
     278 113  1;MZ8;   278;   113;  1; 278;  912922;10;2022;1474;44835;12;1997;1176;24; 2;1;1; 1; 278;  10;  10; 5;2; ;2;  604;   ;  600;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  7;  7;0;    6;     ;2238;2314;96
     279   1  1;MZ8;   279;     1;  1; 279;  742613; 9;2022;1473;44833; 7;2005;1267;17; 1;1;1;29; 279;  10;  10; 5;2; ;2;  704;   ;  700;     ;   ; 2 17;     ;     ;     ;     ;     ;     ;     ;1;  2; 96; 96;0;    7;     ;1341;1405;96
     279  13  1;MZ8;   279;    13;  1; 279;  742613; 9;2022;1473;44833;10;1994;1138;27; 3;1;1;29; 279;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ; 2 24;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;    7;     ;1232;1253;21
     279  48  2;MZ8;   279;    48;  2; 279;  742613; 9;2022;1473;44833; 7;2001;1219;21; 2;1;1;29; 279;  10;  10; 5;2; ;1;  704;   ;  700;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2; 96; 96;0;    7;     ;1457;1512;15
